
qid,labels,en
68a8dd39ff0fa456770c7b29,vi:Vương Túy,Vuong Tuy
68a8dd39ff0fa456770c7b41,vi:Nhĩ Chu Tân Hưng,Nhi Chu Tan Hung
68a8dd39ff0fa456770c7bb2,vi:Cung thái hậu,Cung thai hau
68a8dd39ff0fa456770c7bb8,nb:萧道度; vi:Tiêu Đạo Độ,Tieu Dao Do
68a8dd39ff0fa456770c7bc0,vi:Giang Đức Lân,Giang Duc Lan
68a8dd39ff0fa456770c7bc3,vi:Tiêu Bảo Chí,Tieu Bao Chi
68a8dd39ff0fa456770c7bc7,vi:Tiêu Bảo Lãm,Tieu Bao Lam
68a8dd39ff0fa456770c7bca,vi:Tiêu Bảo Hoành,Tieu Bao Hoanh
68a8dd39ff0fa456770c7bcd,vi:Tiêu Dao Quang,Tieu Dao Quang
68a8dd39ff0fa456770c7bd0,vi:Tiêu Dao Hân,Tieu Dao Han
68a8dd39ff0fa456770c7bd4,vi:Tiêu Dao Xương,Tieu Dao Xuong
68a8dd39ff0fa456770c7c1f,vi:Cao Dực,Cao Duc
68a8dd39ff0fa456770c7c28,vi:Cao Quý Thức,Cao Quy Thuc
68a8dd39ff0fa456770c7d51,vi:Tiêu Bột,Tieu Bot
68a8dd39ff0fa456770c7d54,vi:Tiêu Mại,Tieu Mai
68a8dd39ff0fa456770c7d58,vi:Tiêu Khuyến,Tieu Khuyen
68a8dd39ff0fa456770c7d5b,vi:Tiêu Miễn,Tieu Mien
68a8dd39ff0fa456770c7d5e,vi:Vương Tích,Vuong Tich
68a8dd39ff0fa456770c7dd9,da:Luó Měirén,Luo Meiren
68a8dd39ff0fa456770c7e34,sv:Zhèng Xiūróng,Zheng Xiurong
68a8dd39ff0fa456770c7e41,zh-hant:劉法良; sv:Liú Fǎliáng,Liu Faliang
68a8dd39ff0fa456770c7e44,zh-hant:劉智井; sv:Liú Zhìjǐng,Liu Zhijing
68a8dd39ff0fa456770c7e47,zh-hans:刘燮; zh-hant:劉燮; zh-hk:劉燮; zh-cn:刘燮; zh-sg:刘燮; zh-tw:劉燮; sv:Liú Xiè,Liu Xie
68a8dd39ff0fa456770c7e4e,zh-hant:劉躋; sv:Liú Jī,Liu Ji
68a8dd39ff0fa456770c7e5f,sv:prinsessan Yángxiàn,prinsessan Yangxian
68a8dd39ff0fa456770c7e63,vi:Lưu Bá Tự; zh-hant:劉伯姒; sv:Liú Bósì,Luu Ba Tu
68a8dd39ff0fa456770c7e66,vi:Lưu Bá Viện; zh-hant:劉伯媛; sv:Liú Bóyuàn,Luu Ba Vien
68a8dd39ff0fa456770c7e70,sv:Yīn Shūyí,Yin Shuyi
68a8dd39ff0fa456770c7e7d,ru:Лю Цзысы; zh-hant:劉子嗣; sv:Liú Zǐsì,Liu Zisi
68a8dd39ff0fa456770c7e80,ru:Лю Цзымэн; zh-hant:劉子孟; sv:Liú Zimèng,Liu Zimeng
68a8dd39ff0fa456770c7e87,ru:Лю Цзыши; zh-hant:劉子師; sv:Liú Zishī,Liu Zishi
68a8dd39ff0fa456770c7e91,ru:Лю Цзывэнь; zh-hant:劉子文; sv:Liú Ziwén,Liu Ziwen
68a8dd39ff0fa456770c7e94,ru:Лю Цзыци; zh-hant:劉子期; sv:Liú Ziqī,Liu Ziqi
68a8dd39ff0fa456770c7e98,ru:Лю Цзыкуан; zh-hant:劉子況; sv:Liú Zikuàng,Liu Zikuang
68a8dd39ff0fa456770c7e9b,ru:Лю Цзышэнь; zh-hant:劉子深; sv:Liú Zishēn,Liu Zishen
68a8dd39ff0fa456770c7e9e,ru:Лю Цзысюань; zh-hant:劉子玄; sv:Liú Zixuán,Liu Zixuan
68a8dd39ff0fa456770c7ea1,ru:Лю Цзычань; zh-hant:劉子產; sv:Liú Zǐchǎn,Liu Zichan
68a8dd39ff0fa456770c7ea5,ru:Лю Цзычжэнь; zh-hant:劉子真; sv:Liú Zizhēn,Liu Zizhen
68a8dd39ff0fa456770c7ea8,ru:Лю Цзысуй; zh-hant:劉子綏; sv:Liú Zisuī,Liu Zisui
68a8dd39ff0fa456770c7eab,ru:Лю Цзыюй; zh-hant:劉子羽; sv:Liú Ziyǔ,Liu Ziyu
68a8dd39ff0fa456770c7eaf,ru:Лю Цзыхэн; zh-hant:劉子衡; sv:Liú Zihéng,Liu Ziheng
68a8dd39ff0fa456770c7eb2,ru:Лю Цзыцюй; zh-hant:劉子趨; sv:Liú Ziqū,Liu Ziqu
68a8dd39ff0fa456770c7eb9,ru:Лю Цзыюн; zh-hant:劉子雍; sv:Liú Ziyōng,Liu Ziyong
68a8dd39ff0fa456770c7ec2,ru:Лю Цзыфэн; zh-hant:劉子鳳; sv:Liú Zifèng,Liu Zifeng
68a8dd39ff0fa456770c7ed1,sv:prinsessan Línrǔ,prinsessan Linru
68a8dd39ff0fa456770c7ed4,sv:prinsessan Ānjí,prinsessan Anji
68a8dd39ff0fa456770c7edb,ru:Лю Сюмин; sv:Liú Xiūmíng,Liu Xiuming
68a8dd39ff0fa456770c8315,zh-hant:唐陽公主; zh-hans:唐阳公主; ru:Тан Ян; nb:唐陽公主,Tan Yan
68a8dd39ff0fa456770c831f,zh-hant:豐陽公主; zh-hans:丰阳公主; zh-cn:丰阳公主; zh-hk:豐陽公主; zh-tw:豐陽公主; ru:Фэн Ян; nb:豐陽公主,Fen Yan
68a8dd39ff0fa456770c8439,ru:наложница Ван; nb:王德妃 (唐文宗); vi:Vương Đức phi,Vuong Duc phi
68a8dd39ff0fa456770c8443,ru:Синтан; nb:兴唐公主,Sintan
68a8dd39ff0fa456770c8447,ru:Сипин; nb:西平公主,Sipin
68a8dd39ff0fa456770c844d,ru:Гуанхуа; nb:光化公主 (唐文宗),Guankhua
68a8dd39ff0fa456770c8461,ru:Шоучунь; nb:壽春公主 (唐武宗),Shouchun
68a8dd39ff0fa456770c8464,ru:Яньцин; nb:延慶公主,Yantsin
68a8dd39ff0fa456770c8469,ru:Чанлэ; nb:昌樂公主,Chanle
68a8dd39ff0fa456770c846c,ru:Лэвэнь; nb:樂溫公主,Leven
68a8dd39ff0fa456770c846f,ru:Юннин; nb:永寧公主,Yunnin
68a8dd39ff0fa456770c8473,ru:Чжаннин; nb:長寧公主,Chzhannin
68a8dd39ff0fa456770c8476,ru:Цзинлэ; nb:靖樂公主,Tszinle
68a8dd39ff0fa456770c84e4,vi:Tiêu Ích,Tieu Ich
68a8dd39ff0fa456770c9915,vi:Bùi Trọng Mục,Bui Trong Muc
68a8dd39ff0fa456770c9ab2,vi:Vương Du,Vuong Du
68a8dd39ff0fa456770c9d0a,ru:Гото Масааки,Goto Masaaki
68a8dd39ff0fa456770ca028,ru:Яо Хуанмэй; nb:姚黄眉,Yao Khuanmey
68a8dd39ff0fa456770ca223,vi:Công chúa Nhiêu An,Cong chua Nhieu An
68a8dd39ff0fa456770ca226,vi:Nguyên Hi,Nguyen Hi
68a8dd39ff0fa456770ca22a,vi:Nguyên Lược,Nguyen Luoc
68a8dd39ff0fa456770ca22d,vi:Nguyên Hân,Nguyen Han
68a8dd39ff0fa456770ca230,vi:Nguyên Toản,Nguyen Toan
68a8dd39ff0fa456770ca2e7,vi:Tư Mã Vinh Kỳ,Tu Ma Vinh Ky
68a8dd39ff0fa456770ca416,vi:Giang Tự,Giang Tu
68a8dd39ff0fa456770ca56b,vi:Tiêu Long Tử,Tieu Long Tu
68a8dd39ff0fa456770ca5ba,vi:Viên mỹ nhân,Vien my nhan
68a8dd39ff0fa456770ca5bd,vi:Lưu Duệ,Luu Due
68a8dd39ff0fa456770ca5c0,vi:Lưu Bá Cầm; zh-hant:劉伯禽,Luu Ba Cam
68a8dd39ff0fa456770ca5c4,vi:Lưu Lãng; zh-hant:劉朗,Luu Lang
68a8dd39ff0fa456770ca5c7,vi:Lưu Khải; zh-hant:劉愷,Luu Khai
68a8dd39ff0fa456770ca5ca,vi:Lưu Nghi; zh-hant:劉嶷,Luu Nghi
68a8dd39ff0fa456770ca5d2,vi:Lộ Đạo Khánh,Lo Dao Khanh
68a8dd39ff0fa456770ca5d5,vi:Viên Trạm,Vien Tram
68a8dd39ff0fa456770ca5dc,vi:Vương Tăng Kiền,Vuong Tang Kien
68a8dd39ff0fa456770cbd52,jv:Murasaki Shikibu; pl:Murasaki Shikibu; eu:Murasaki Shikibu; bs:Murasaki Shikibu; es:Murasaki Shikibu; ta:முரசாக்கி சிக்கிபு; lij:Murasaki Shikibu; ms:Murasaki Shikibu; hu:Muraszaki Sikibu; et:Murasaki Shikibu; bn:মুরাসাকি শিকিবু; el:Μουρασάκι Σικίμπου; nl:Murasaki Shikibu; sv:Murasaki Shikibu; ar:موراساكي شيكيبو; pt:Murasaki Shikibu; eo:Murasaki Shikibu; is:Murasaki Shikibu; ru:Мурасаки Сикибу; sr:Мурасаки Шикибу; ast:Murasaki Shikibu; mk:Мурасаки Шикибу; fi:Murasaki Shikibu; uk:Мурасакі Сікібу; be-tarask:Мурасакі Сыкібу; nn:Murasaki Shikibu; hr:Murasaki Šikibu; tl:Murasaki Shikibu; an:Murasaki Shikibu; da:Murasaki Shikibu; nan:Murasaki Sikibu; be:Мурасакі Сікібу; ko:무라사키 시키부; he:מורסקי שיקיבו; fr:Murasaki Shikibu; lv:Murasaki Sikibu; it:Murasaki Shikibu; gl:Murasaki Shikibu; id:Murasaki Shikibu; de:Murasaki Shikibu; vi:Murasaki Shikibu; yue:紫式部; sh:Murasaki Shikibu; sk:Šikibu Murasakiová; hy:Շիկիբու Մուրասակի; ro:Murasaki Shikibu; th:มุระซะกิ ชิกิบุ; ca:Murasaki Shikibu; la:Murasaki Shikibu; cy:Murasaki Shikibu; sl:Murasaki Šikibu; war:Murasaki Shikibu; cs:Murasaki Šikibu; fa:موراساکی شیکیبو; ka:მურასაკი შიკიბუ; nds:Murasaki Shikibu; oc:Murasaki Shikibu; nb:Murasaki Shikibu; mg:Murasaki Shikibu; tr:Murasaki Shikibu; io:Murasaki Shikibu; mr:मुरासाकी शिकिबु; sco:Murasaki Shikibu; de-ch:Murasaki Shikibu; en-ca:Murasaki Shikibu; en-gb:Murasaki Shikibu; pt-br:Murasaki Shikibu; zh-cn:紫式部; zh-hk:紫式部; ml:മുറസാക്കി ഷിക്കിബു; ceb:Murasaki Shikibu; wa:Murasaki Shikibu; nov:Murasaki Shikibu; mi:Murasaki Shikibu; yo:Murasaki Shikibu; fy:Murasaki Shikibu; az:Murasaki Şikibu; pa:ਮੂਰਾਸਾਕੀ ਸ਼ੀਕੀਬੂ; br:Murasaki Shikibu; su:Murasaki Shikibu; mn:Мүрасаки Шикибү; cbk-zam:Murasaki Shikibu; scn:Murasaki Shikibu; bg:Мурасаки Шикибу; qu:Murasaki Shikibu; bcl:Murasaki Shikibu; uz:Murasaki Shikibu; map-bms:Murasaki Shikibu; xal:Мурасаки Сикибу; ne:मुरासाकी शिकिबु; sw:Murasaki Shikibu; yi:מוראסאקי שיקיבא; mwl:Murasaki Shikibu; chr:ᎽrᎠᏌkᎢ ᏍᎯkᎢbᎤ; tg:Мурасаки Шикибу; ba:Мурасаки Сикибу; ku:Murasaki Shikibu; ia:Murasaki Shikibu; lo:ມຸຮາຊາກິ ຊິກິບຸ; ilo:Murasaki Shikibu; bar:Murasaki Shikibu; ky:Мурасаки Шикибу; mrj:Сикибу; iu:ᒧᕋᓴᑭ ᓯᑭᕗ; hif:Murasaki Shikibu; new:मुरासाकि शिकिबु; so:Murasaki Shikibu; vep:Murasaki Sikibu; kk:Мурасаки Сикибу; km:មឹរាសកិ សិុគិប៊ឹ; my:မူရာဆာကီ ရှီကီဘူ; zu:Murasaki Shikibu; lb:Murasaki Shikibu; min:Murasaki Shikibu; ur:موراساكی شيكيبو; am:ሙረሰኪ ሺኪቡ; tyv:Мурасаки Шикибу; got:𐌼𐌿𐍂𐌰𐍃𐌰𐌺𐌹 𐍃𐌷𐌹𐌺𐌹𐌱𐌿; ha:Murasaki Shikibu; vo:Murasaki Shikibu; ga:Murasaki Shikibu; tk:Sekibuw Murasaki; lt:Murasaki Šikibu; ie:Murasaki Shikibu; hi:मुरासाकि शिकिबु; kab:Murasaki Shikibu; ig:Murasaki Shikibu; co:Murasaki Shikibu; ace:Murasaki Shikibu; lzh:紫式部; sq:Murasaki Shikibu; bi:Murasaki Shikibu; wuu:紫式部; sm:Murasaki Shikibu; lld:Murasaki Shikibu; tt:Мурасаки Сикибу; ckb:موێراساکی شیکیبوێ; pap:Murasaki Shikibu; arz:موراساكى شيكيبو; zh-hant:紫式部; ext:Murasaki Shikibu; gpe:Murasaki Shikibu; guw:Murasaki Shikibu; sr-ec:Мурасаки Шикибу; ps:مراسکي شکیبو; sa:मुरासाकी शिकिबु; kn:ಮುರಸಾಕಿ ಶಿಕಿಬು; li:Murasaki Shikibu; te:మురసకి షికిబు; af:Murasaki Shikibu,Murasaki Shikibu
68a8dd3aff0fa456770d1911,ast:fille d'Enguerrand et Friderada; fr:fille d'Enguerrand et Friderada; nl:fille d'Enguerrand et Friderada; ru:дочь Энгерранда и Фридерада,fille d'Enguerrand et Friderada
68a8dd3aff0fa456770d1a03,es:Rollo Turstain Brico,Rollo Turstain Brico
68a8dd3aff0fa456770d1cfe,ast:Conon de Genève; ca:Conon de Ginebra; el:Κόνων της Γενεύης; fr:Conon de Genève; nl:Conon de Genève; ru:Конон Женевский,Conon de Geneve
68a8dd3aff0fa456770d1d18,be:Ігаравіч Яраславіч; ru:Игоревич Ярославич,Igorevich Yaroslavich
68a8dd3aff0fa456770d1d28,be:Склірэна; bg:Неизвестна по име Склирина; ru:неизвестная дочь Василия Склира,neizvestnaya doch Vasiliya Sklira
68a8dd3aff0fa456770d1d4a,be:Яраполк Мсціславіч; be-tarask:Яраполк Мсьціславіч; cs:Jaropolk Mstislavič Kyjevský; nb:Jaropolk Mstislavitsj; nl:Jaropolk Mstislavič; ru:Ярополк Мстиславич; sv:Jaropolk Mstislavič; uk:Ярополк Мстиславич,Jaropolk Mstislavic Kyjevsky
68a8dd3aff0fa456770d1d6b,ast:Vasilko Jurevitj; be:Васілька Юр’евіч; cs:Vasilko Jurjevič; da:Vasilko Jurevitj; it:Basilio Jur'evič; nb:Vasilko Jurevitj; ru:Василько Юрьевич; uk:Василько Юрійович,Vasilko Jurevitj
68a8dd3aff0fa456770d1d6f,ast:Yaroslav Jurevitj; be:Яраслаў Юр'евіч; cs:Jaroslav Jurjevič; da:Yaroslav Jurevitj; it:Jaroslav Jurjevič; nb:Jaroslav Jurevitj; ru:Ярослав Юрьевич; sv:Jaroslav Jurevitj,Yaroslav Jurevitj
68a8dd3aff0fa456770d1d7a,be:Усеваладаўна Уладзімірава; ru:Ne Всеволодовна,Ne Vsevolodovna
68a8dd3aff0fa456770d1d83,cs:Vasilko Leonovič; ru:Василько Леонович; uk:Василько Леонович,Vasilko Leonovic
68a8dd3aff0fa456770d1d90,ast:David Vseslavitch; be:Давыд Святаславіч; cs:Davyd Svjatoslavič; de:Dawyd Swjatoslawitsch; fr:David Vseslavitch; nl:David Svjatoslavitsj; ru:Давыд Святославич; uk:Давид Святославич (князь Вітебський),David Vseslavitch
68a8dd3aff0fa456770d1dbd,cs:Gisela Lotrinská; fr:Gisela de Lorraine; nl:Gisela van Lotharingen; ru:Гизела Лотарингская,Gisela Lotrinska
68a8dd3aff0fa456770d1fea,bg:неизвестна по име Вотаниатиса; ca:(?) Botaniatissa; ru:сестра Никифора III Вотаниата,(?) Botaniatissa
68a8dd3aff0fa456770d204a,be:Баляслаў; pl:Bolesław Bolesławowic,Boleslaw Boleslawowic
68a8dd3aff0fa456770d2079,be:Святаслаў Мсціславіч; be-tarask:Сьвятаслаў Мсьціславіч; cs:Svjatoslav Mstislavič; ru:Святослав Мстиславич; sv:Svjatoslav Mstislavitj; uk:Святослав Мстиславич,Svjatoslav Mstislavic
68a8dd3aff0fa456770d20a1,be:Мсціслаў Святаполкавіч; cs:Mstislav Svjatopolkovič; el:Μπριατσισλάβ Σβιατοπόλκοβιτς; la:Mstislaus Sventopolci filius; nb:Mstislav Svjatopolkovitj; ru:Мстислав Святополкович; sv:Mstislav Svjatopolkovitj; uk:Мстислав Святополкович,Mstislav Svjatopolkovic
68a8dd3aff0fa456770d20a3,be:Брачыслаў Святаполкавіч; cs:Brjačislav Svjatopolkovič; el:Μπριατσισλάβ Σβιατοπόλκοβιτς; la:Brecislaus Sventopolci filius; nb:Brjatjislav Svjatopolkovitj; ru:Брячислав Святополкович; sv:Brjatjislav Svjatopolkovitj; uk:Брячислав Святополкович,Brjacislav Svjatopolkovic
68a8dd3aff0fa456770d2120,cs:Naděj Spes; nl:Naděj Spes; ru:Надей Спес,Nadej Spes
68a8dd3aff0fa456770d2269,be:Мацільда Тураўская; cs:Matylda Turovská; de:Mechthild von Kiew; fr:Mathilde de Kiev; nb:Mechthild av Kiev; ru:Матильда Туровская; uk:Матильда Турівська,Matylda Turovska
68a8dd3aff0fa456770d2370,fr:Élisabeth de Nangis; ru:Изабелла де Нанжи,Elisabeth de Nangis
68a8dd3aff0fa456770d23a4,ru:Эли IV,Eli IV
68a8dd3aff0fa456770d2491,ast:Renaud de Châtillon; ca:Reinald de Châtillon; cs:Renaud z Châtillonu; el:Ρενώ του Σατιγιόν; fr:Renaud de Châtillon; it:Rinaldo Di Palma Castiglione; nl:Renaud de Châtillon; ru:Рено де Шатильон,Renaud de Chatillon
68a8dd3aff0fa456770d254b,es:Hugo I de Cavalcamp,Hugo I de Cavalcamp
68a8dd3aff0fa456770d2552,es:Gerard I de Limesay,Gerard I de Limesay
68a8dd3aff0fa456770d2585,ca:Eissó de Lluçà; nl:Eissó de Lluçà,Eisso de Lluca
68a8dd3aff0fa456770d264d,ast:Raymond de Millau; ca:Ramon de Milhau; fr:Raymond de Millau; nl:Raymond de Millau; ru:Раймон де Мийо,Raymond de Millau
68a8dd3aff0fa456770d2703,ru:Элия,Eliya
68a8dd3aff0fa456770d2717,hy:Հովհան Սյունի,Hovhan Syowni
68a8dd3aff0fa456770d2719,es:Gazavão II Camsaracano; hy:Գազավոն Կամսարական; nl:Gazavão II Camsaracano; pt:Gazavão II Camsaracano; pt-br:Gazavão II Camsaracano,Gazavao II Camsaracano
68a8dd3aff0fa456770d2771,da:Ruth,Ruth
68a8dd3aff0fa456770d286b,ast:Nasr Ibn Ali; fa:ایلک خان; nl:Nasr Ibn Ali; pl:Nasr Ibn Ali; ru:Наср ибн Али; tg:Наср ибни Алӣ; uk:Наср-ілек; uz:Nasr-teg`in (Qoraxoniy),Nasr Ibn Ali
68a8dd3aff0fa456770d286e,az:Xızır xan Qaraxani; ru:Хызр-хан; uk:Хизр-хан (Караханід); uz:Al-Xidr Abu ShoJa,Xizir xan Qaraxani
68a8dd3aff0fa456770d29bc,fr:Childebert; nb:Hildebertus; nl:Childebert; ru:Хильдеберт,Childebert
68a8dd3aff0fa456770d2a63,cs:Sibyla de Cabrera,Sibyla de Cabrera
68a8dd3aff0fa456770d2acd,ast:Mathilde de Châteaudun; ca:Matilde de Châteaudun; fr:Mathilde de Châteaudun; nl:Mathilde de Châteaudun; ru:Матильда де Шатоден,Mathilde de Chateaudun
68a8dd3aff0fa456770d2b54,fr:Agnès de Clare; ru:Агнес де Клер,Agnes de Clare
68a8dd3aff0fa456770d2d07,ru:Тебальдо ди Огледо,Tebaldo di Ogledo
68a8dd3aff0fa456770d3053,es:Turquetil de Neufmarché,Turquetil de Neufmarche
68a8dd3aff0fa456770d3074,nb:NN; ru:Хависа (Элизабет) де Авой,NN
68a8dd3aff0fa456770d321c,es:Håkon Grjotgardsson 820-870,Hakon Grjotgardsson 820-870
68a8dd3aff0fa456770d326e,ko:사택왕후; nb:사택왕후,sataegwanghu
68a8dd3aff0fa456770d3303,ast:Beatriz de Champlite; cs:Beatrix ze Champlitte; el:Βεατρίκη του Σαμπλίτ; es:Beatriz de Champlite; nl:Beatriz de Champlite; pt:Beatriz de Champlite; pt-br:Beatriz de Champlite; ru:Беатрис де Шамплит,Beatriz de Champlite
68a8dd3aff0fa456770d3324,ast:Geoffroy de Vendôme; ca:Geoffroy de Vendôme; fr:Geoffroy de Vendôme; nl:Geoffroy de Vendôme; ru:Жоффруа Вандомский,Geoffroy de Vendome
68a8dd3aff0fa456770d3333,de:Guido IV.; fr:Guy IV de Limoges; nb:Guy IV de Limoges; nl:Guido IV.; ru:Ги IV,Guido IV.
68a8dd3aff0fa456770d333c,"ast:Aton III, Vicomte d'Albi; ca:Ató III, vescomte d'Albi; es:Aton III; fr:Aton III, Vicomte d'Albi; nl:Aton III, Vicomte d'Albi; ru:Атон III","Aton III, Vicomte d'Albi"
68a8dd3aff0fa456770d3382,ca:Maurette de Salins; cs:Maureta ze Salins; fr:Maurette de Salins; it:Mauretta di Salins; ru:Морьет де Сален,Maurette de Salins
68a8dd3aff0fa456770d35b9,be:Мсціслаў; uk:Мстислав (онук Ігоря Ярославича),Mstsislau
68a8dd3aff0fa456770d3609,be:Ізяслаўна Рагвалодава; cs:Izjaslavna Kyjevská; uk:N Ізяславна,Izjaslavna Kyjevska
68a8dd3aff0fa456770d3612,ast:Svjatoslav Rostislavitsj; be:Святаслаў Расціславіч; cs:Svjatoslav Novgorodský; fr:Sviatoslav Rostislavitch; nb:Svjatoslav Rostislavitsj; ru:Святослав Ростиславич; uk:Святослав Ростиславич,Svjatoslav Rostislavitsj
68a8dd3aff0fa456770d3637,be:Брачыслаў; cs:Bračislav Izjaslavský; ru:Брячислав Изяславский; uk:Брячислав Давидович,Bracislav Izjaslavsky
68a8dd3aff0fa456770d3644,be:Ефрасіння Расціславаўна; cs:Jevfrosiňja Rostislavna; ru:Евфросинья Ростиславна,Jevfrosinja Rostislavna
68a8dd3aff0fa456770d367c,ast:Jarosław Mścisławowic; es:Jarosław Mścisławowic; it:Jaroslav Mstislavič il Rosso; nl:Jarosław Mścisławowic; pl:Jarosław Mścisławowic; ru:Ярослав Мстиславич Красный; uk:Ярослав Мстиславович,Jaroslaw Mscislawowic
68a8dd3aff0fa456770d38b0,cs:Menhart Gorický a Istrijský; de:Meinhard von Görz und Istrien; it:Mainardo di Gorizia e Istria; nl:Meinhard von Görz und Istrien; ru:Мейнхард,Menhart Goricky a Istrijsky
68a8dd3aff0fa456770d3a8d,da:Ratibor; de:Ratibor; el:Ράτιμπορ; nl:Ratibor van Pommeren; pl:Racibor Bogusławowic; ru:Ратибор,Ratibor
68a8dd3aff0fa456770d3ba8,bg:Алексий Комнин Ватаци,Aleksii Komnin Vatatsi
68a8dd3aff0fa456770d3c6f,cs:Gerard I. Wassenberský; lb:Gerard I. vun Wassenberg,Gerard I. Wassenbersky
68a8dd3aff0fa456770d3c75,cs:Izolda Limburská; lb:Isolde vu Limburg,Izolda Limburska
68a8dd3aff0fa456770d3c77,cs:Macharius Limburský; lb:Macharius,Macharius Limbursky
68a8dd3aff0fa456770d4073,ar:المضاض بن عمرو الجرهمي,al-Muḍāḍ ibn ʿAmr al-Jurhumi
68a8dd3aff0fa456770d41b0,id:Ur bin Kesed; ru:Ур,Ur bin Kesed
68a8dd3aff0fa456770d42a1,he:שמעי בן יחת,Shimei ben Jahath
68a8dd3aff0fa456770d544e,hy:Արամայիս; pt:Arameis; ru:Арамаис; uk:Арамаїс,Arameis
68a8dd3aff0fa456770d544f,fr:Djavakhos; ka:ჯავახოსი; ru:Джавахос; tr:Cavakhos,Djavakhos
68a8dd3aff0fa456770d54e3,de:Hippios,Hippios
68a8dd3aff0fa456770d5554,de:Aigeus,Aigeus
68a8dd3aff0fa456770d566c,hy:Երաստ; ru:Ераст; uk:Єраст,Erast
68a8dd3aff0fa456770d566d,hy:Շարա; pt:Sarei; ru:Шара; uk:Шара,Sarei
68a8dd3aff0fa456770d57c4,de:Orea; fr:Orea,Orea
68a8dd3aff0fa456770d57dc,fr:Arma (roi légendaire d'Arménie); hy:Հարմա; ru:Арма; uk:Арма (цар Вірменії),Arma (roi legendaire d'Armenie)
68a8dd3bff0fa456770d5c6c,ast:Eyvind del Este; es:Eyvind del Este; nl:Eyvind del Este; ru:Эйвинд Норвежец,Eyvind del Este
68a8dd3bff0fa456770d5d66,ast:Snæbjörn Eyvindsson; es:Snæbjörn Eyvindsson; sq:Snæbjorn Eyvindsson,Snaebjorn Eyvindsson
68a8dd3bff0fa456770d5e72,ast:Guðröðr; es:Guðröðr (Ringerike); nl:Guðröðr,Gudrodr
68a8dd3bff0fa456770d5e8e,da:Rørek Dagson; es:Rørek Dagsson; is:Hrærekur konungur á Kálfskinni; nb:Rørek Dagson; nn:Rørek Dagson; pt:Rørek Dagsson; pt-br:Rørek Dagsson,Rorek Dagson
68a8dd3bff0fa456770d5fcd,ast:Eilif Ragnvaldsson; be:Эйліў Рагнвальдсан; fr:Eilif Ragnvaldsson; it:Eilif Ragnvaldsson; nl:Eilif Ragnvaldsson; ru:Эйлив Рагнвальдсон; sv:Eilif Ragnvaldsson; uk:Ейліф Раґнвальдсон,Eilif Ragnvaldsson
68a8dd3bff0fa456770d614d,es:Grjotgard Håkonsson (vikingo),Grjotgard Hakonsson (vikingo)
68a8dd3bff0fa456770d622c,br:Tutgual map Rhun; es:Tutgual map Rhun; fr:Tudwal ap Rhun; ru:Тутагуал ап Рин; uk:Тутагуал II ап Рун,Tutgual map Rhun
68a8dd3bff0fa456770d6391,ast:Böðvar Víkingr-Kárason; es:Böðvar Víkingr-Kárason,Bodvar Vikingr-Karason
68a8dd3bff0fa456770d63bd,ast:Guðleifr Arason; es:Guðleifr Arason,Gudleifr Arason
68a8dd3bff0fa456770d6623,es:Turquetil de Harcourt,Turquetil de Harcourt
68a8dd3bff0fa456770d669f,es:Guillermo Fitz Norman,Guillermo Fitz Norman
68a8dd3bff0fa456770d66a1,cs:Ragna Ormsdatter,Ragna Ormsdatter
68a8dd3bff0fa456770d66bf,ast:Þórðr Óleifsson; es:Þórðr Óleifsson; nl:Þórðr Óleifsson; ru:Торд Ревун,Thordr Oleifsson
68a8dd3bff0fa456770d66ce,es:Ásvald Úlfsson,Asvald Ulfsson
68a8dd3bff0fa456770d67f3,ast:Ansulfo; es:Ansulfo; gl:Ansulfo; it:Ansulfo; nb:Ansulfo; nl:Ansulfo; ru:Ансульф,Ansulfo
68a8dd3bff0fa456770d6840,fr:Salomon II,Salomon II
68a8dd3bff0fa456770d6ba5,ast:Þórarinn Þórðarson; es:Þórarinn Þórðarson; ru:Торарин Тордсон,Thorarinn Thordarson
68a8dd3bff0fa456770d6bbf,es:Úlf Þórisson,Ulf Thorisson
68a8dd3bff0fa456770d6be7,bg:Бертхолд II (Швабия),Bertkhold II (Shvabiia)
68a8dd3bff0fa456770d6c45,ko:승만부인; nb:승만부인,seungmanbuin
68a8dd3bff0fa456770d6c50,ko:보화공주; nb:보화공주,bohwagongju
68a8dd3bff0fa456770d6eec,fr:Berthe de Briouze; ru:Берта де Браоз,Berthe de Briouze
68a8dd3bff0fa456770d6eee,ru:Амиция,Amitsiya
