qid	label	sex	birth	death	gedcom	wikidata_qid	geni_id
Q77210	Li Shuwei	Q153718		+0928-01-01T00:00:00Z		Q45524240	
Q77212	Vibius Rufus	Q153718					6000000003828405221
Q77213	Li Shuhui	Q153718		+0928-01-01T00:00:00Z		Q45524625	
Q77215	Flavius	Q153718			/Flavius/		6000000003828405239
Q77216	Li Ke	Q153718		+0928-01-01T00:00:00Z		Q45525002	
Q77218	Titia Quartilla  Quartilla	Q153719			Titia Quartilla /Quartilla/		6000000001450701001
Q77219	Li Yue	Q153718		+0928-01-01T00:00:00Z		Q45525130	
Q77221	Lucius Neratius  Neratius	Q153718			Lucius Neratius /Neratius/		6000000011502425095
Q77222	Li Huang	Q153718		+0928-01-01T00:00:00Z		Q45525192	
Q77224	Accius	Q153718			/Accius/		6000000003828396485
Q77225	Li Congdao	Q153718		+0928-01-01T00:00:00Z		Q45525356	
Q77227	Gaius Vibius Varus	Q153718					6000000003828375144
Q77228	Li Mei	Q153718		+0928-01-01T00:00:00Z		Q45525487	
Q77230	N.N., Wife of Gaius Vibius Varus	Q153719					6000000014834680045
Q77231	Li Ding	Q153718		+0928-01-01T00:00:00Z		Q45525869	
Q77233	Aemiliana	Q153719					6000000001435436171
Q77234	Li Gan	Q153718		+0928-01-01T00:00:00Z		Q45526250	
Q77236	Lucius Fulvius Rusticus Vettius Secundus	Q153718					6000000001435500885
Q77237	Li Qiang	Q153718		+0928-01-01T00:00:00Z		Q45526695	
Q77240	Li Chong	Q153718		+0928-01-01T00:00:00Z		Q45526758	
Q77243	Li Wu	Q153718		+0928-01-01T00:00:00Z		Q45527330	
Q77246	Li Guan	Q153718		+0928-01-01T00:00:00Z		Q45527456	
Q77249	Fang Ting	Q153718				Q45515023	6000000074747194101
Q77252	Lu Shi	Q153718				Q65805936	
Q77255	Wang Jingdu	Q153718				Q45515087	
Q77258	Wang Jingxin	Q153718				Q45515149	
Q77261	Wang Jingzhang	Q153718				Q45515213	
Q77263	Flavius Liberalis	Q153718					6000000009144489864
Q77264	Wang Jingyi	Q153718		+0909-01-01T00:00:00Z		Q45451126	
Q77266	NN (Wife of Flavius Liberalis)	Q153719					6000000041296106060
Q77267	Wang Jingsi	Q153718		+0909-01-01T00:00:00Z		Q45451189	
Q77269	Tiberius Plautius Silvanus Aelianus	Q153718		+0079-00-00T00:00:00Z		Q655711	6000000001511843037
Q77270	Wang Jingxiu	Q153718		+0909-01-01T00:00:00Z		Q45451253	
Q77272	Quintus Fabius Antonius Macer Barbarus Antonius  Fabius	Q153718			Quintus Fabius Antonius Macer Barbarus Antonius /Fabius/		6000000013238238667
Q77273	Liu Wen Sou	Q153718	+0909-01-01T00:00:00Z	+0971-01-01T00:00:00Z		Q10897770	6000000074752994843
Q77275	Sextus Appius Severus	Q153718					6000000003828371981
Q77276	Gao Ji	Q153718		+0910-01-01T00:00:00Z		Q45515870	
Q77278	Ceionius  Commodus	Q153718			Ceionius /Commodus/		6000000013238065999
Q77279	Gao Wen	Q153718		+0910-01-01T00:00:00Z		Q45515931	
Q77281	Claudius Pulcher	Q153718					6000000003828392749
Q77282	Zhou Mou	Q153718		+0741-01-01T00:00:00Z		Q45437641	
Q77284	Gaius Caecinus Largus	Q153718					6000000011181981216
Q77285	Zhou Yun	Q153718		+0741-01-01T00:00:00Z		Q45439029	
Q77287	Lucius Stertinius  Avitus	Q153718			Lucius Stertinius /Avitus/		6000000001421911352
Q77288	Xue Mou	Q153718		+0775-01-01T00:00:00Z		Q45643747	
Q77290	Gaius Julius  Asper	Q153718			Gaius Julius /Asper/		6000000001421921455
Q77291	Xue Chengji	Q153718		+0810-01-01T00:00:00Z		Q45644229	
Q77293	Epiphane  Antiochos	Q153718			Épiphane /Antiochos/		6000000202820316863
Q77294	Xue Cuncheng	Q153718	+0765-01-01T00:00:00Z	+0814-01-01T00:00:00Z		Q18906617	
Q77296	Iotapa	Q153719					6000000202820771826
Q77297	Xue Cungui	Q153718		+0810-01-01T00:00:00Z		Q45645158	
Q77299	Vibius  Varus	Q153718			Vibius /Varus/		6000000202812372821
Q77300	Du Fan	Q153718				Q45418673	6000000075327613821
Q77302	Gaius Betitius	Q153718					6000000003828396958
Q77303	Du Fu	Q153718		+0758-01-01T00:00:00Z		Q45534853	
Q77305	Vibullia Alcia Agrippina	Q153719					6000000011460519494
Q77306	Fang Zhong	Q153718		+0938-01-01T00:00:00Z		Q45517837	6000000074747432889
Q77308	Tiberius Claudius Atticus Herodes	Q153718					6000000013238385170
Q77309	Cui Chuan	Q153718				Q26197263	6000000075344500848
Q77311	Appius Annius Trebonius Gallus	Q153718				Q669830	6000000001320496195
Q77312	崔蕃	Q153718				Q26197298	
Q77314	Atilia Caucidia Tertulla	Q153719				Q4815798	6000000011460704609
Q77315	崔双护	Q153718				Q61744462	
Q77317	Annaea	Q153719					6000000003828396317
Q77318	卢仲宣	Q153718				Q17500390	
Q77320	Lucius Domitius	Q153718					6000000003828396324
Q77321	盧叔虎	Q153718				Q24897137	
Q77323	Cantria Longina	Q153719					6000000003828396359
Q77324	Li Zui	Q153718				Q45419922	6000000074738913904
Q77326	Marcus Pomponius Bassulus	Q153718					6000000003828396373
Q77329	Maecia	Q153719					6000000003828396415
Q77330	Li Feng	Q153718		+0428-01-01T00:00:00Z		Q45527879	
Q77332	Gaius Eggius  Ambibulus	Q153718			Gaius Eggius /Ambibulus/		6000000027230774522
Q77333	Li Shun	Q153718				Q26158981	6000000074739348834
Q77335	Lucius Sergius Paullus	Q153718					6000000003828385490
Q77336	Li Youji	Q153718		+0465-01-01T00:00:00Z		Q45635631	
Q77338	Gnaeus Pinarius  Pinarius	Q153718			Gnaeus Pinarius /Pinarius/		6000000008030244492
Q77339	李恽	Q153718				Q30950545	
Q77341	Cassia Longina	Q153719	+0035-00-00T00:00:00Z			Q12282692	6000000012301816513
Q77342	Li Ling	Q153718	+0390-00-00T00:00:00Z	+0452-00-00T00:00:00Z		Q18236212	6000000074738972898
Q77344	Gnaeus Domitius Corbulo	Q153718	+0007-00-00T00:00:00Z	+0067-01-01T00:00:00Z		Q313066	6000000003645864026
Q77345	Li Wei	Q153718		+0576-01-01T00:00:00Z		Q45639380	
Q77347	Fundanius	Q153718					6000000041326793233
Q77348	Li Ziyun	Q153718		+0538-01-01T00:00:00Z		Q45578234	
Q77350	NN (Wife of Fundanius)	Q153719					6000000041326988182
Q77351	Li Jizhi	Q153718		+0538-01-01T00:00:00Z		Q45579320	
Q77353	Munatia Plancina	Q153719					
Q77354	Li Zhizhi	Q153718		+0538-01-01T00:00:00Z		Q45584622	
Q77356	Antonius  Zeno	Q153718			Antonius /Zeno/		6000000012888384160
Q77357	Li Cuizhi	Q153718		+0538-01-01T00:00:00Z		Q45585257	
Q77359	Lykurgos Palleneus  Meliteus	Q153718			Lykurgos Palleneus /Meliteus/		6000000003828401889
Q77360	Zheng Wen	Q153718				Q26158767	6000000074788324827
Q99685	?	Q153719			? //		6000000005747740919
Q77363	Li Shu	Q153718		+0575-01-01T00:00:00Z		Q45587743	
Q77365	Tiberios Klaudios Lysiades IV  Meliteos	Q153718			Tiberios Klaudios Lysiades IV /Meliteos/		6000000030547324433
Q77366	Li Gu	Q153718		+0575-01-01T00:00:00Z		Q45588314	
Q77368	Cephisdora  Meliteos	Q153719			Cephisdora /Meliteos/		6000000030548119902
Q77369	Li Xiaoci	Q153718		+0612-01-01T00:00:00Z		Q45586081	
Q77371	Antonia  Sedata	Q153719			Antonia /Sedata/		6000000030547950321
Q77372	Li Zuhu	Q153718		+0612-01-01T00:00:00Z		Q45586531	
Q77374	Charixo	Q153719					6000000005747740676
Q77375	Li Zhonghu	Q153718		+0612-01-01T00:00:00Z		Q45586596	
Q77377	Kleitosthenes  de Thera	Q153718			Kleitosthenes /de Thera/		6000000012646217408
Q77378	Li Jishan	Q153718		+0612-01-01T00:00:00Z		Q45587359	
Q138521	Thrasyllus of Mendes	Q153718	+0100-00-00T00:00:00Z	+0036-01-01T00:00:00Z		Q725225	
Q77381	Li Zhaoshan	Q153718		+0612-01-01T00:00:00Z		Q45587486	
Q77384	Li Wanshan	Q153718		+0612-01-01T00:00:00Z		Q45587552	
Q77386	Julia Livia	Q153719					6000000006858830060
Q77387	元氏	Q153719				Q133521792	6000000055771360858
Q77389	Julia Paula  Paullus	Q153719			Julia Paula /Paullus/		
Q77390	卢法寿	Q153718				Q61726982	
Q77392	Caius Octavius Octavius  Laenas	Q153718			Caius Octavius Octavius /Laenas/		
Q77393	Lu Yigong	Q153718				Q45511567	
Q77395	Paullus	Q153719					
Q77396	Lu Yifang	Q153718		+0596-01-01T00:00:00Z		Q45589973	
Q77398	Consul (54) - Marcus Asinius Marcellus	Q153718					6000000041258920237
Q77399	盧玄成	Q153718				Q133521834	6000000144161662094
Q77401	Gaius Julius Severus	Q153718					6000000005747722928
Q77402	Song Shuyan	Q153718		+0461-01-01T00:00:00Z		Q45419426	6000000075344798902
Q77404	Gaius Julius Bassus, II	Q153718					6000000005747722923
Q77407	Asinia  Marcella	Q153719			Asinia /Marcella/		6000000014834051740
Q77408	宋氏	Q153719				Q133473314	6000000055805019865
Q77410	Julia Iotapa  of Commagene	Q153719			Julia Iotapa /of Commagene/		6000000002447338879
Q77411	Li Junying	Q153718	+0540-01-01T00:00:00Z	+0573-01-01T00:00:00Z		Q45476498	
Q77413	Gaius Julius Alexander	Q153718	+0050-00-00T00:00:00Z			Q3624250	6000000011707284178
Q77414	Li Junming	Q153718		+0607-01-01T00:00:00Z		Q45588944	
Q77416	Publius Coelius	Q153718					6000000003828375410
Q77417	Li Junhong	Q153718		+0607-01-01T00:00:00Z		Q45589006	
Q77419	Lucius Vibullius Pius	Q153718					6000000003828375466
Q77420	Li Junliang	Q153718		+0607-01-01T00:00:00Z		Q45589707	
Q77422	Lucius Vipsanus Messala	Q153718					6000000003828382568
Q77423	Li Junhua	Q153718		+0607-01-01T00:00:00Z		Q45589769	
Q77425	NN (Wife of Lucius Vipstanus Messalla)	Q153719					6000000041394577835
Q77426	Li Zhichang	Q153718		+0607-01-01T00:00:00Z		Q45590433	
Q77428	Aulus  Plautius	Q153718			Aulus /Plautius/		6000000003828399221
Q77429	Li Junsheng	Q153718		+0607-01-01T00:00:00Z		Q45590499	
Q77431	Gaius  Helvidius	Q153718			Gaius /Helvidius/		6000000003828396214
Q77432	Li Junbao	Q153718		+0607-01-01T00:00:00Z		Q45590563	
Q77434	Anteia	Q153719					6000000003828396221
Q77435	Li Yinqing	Q153718		+0644-01-01T00:00:00Z		Q45588882	
Q77437	Aulus  Quadronius	Q153718			Aulus /Quadronius/		6000000003828382706
Q77438	Li Yi	Q153718		+0502-01-01T00:00:00Z		Q20688547	6000000074739148854
Q77440	Manius  Acilius	Q153718			Manius /Acilius/		6000000003828385123
Q77441	Li Xiaoji	Q153718				Q45419937	6000000074738886965
Q77443	Arria Plaria Vera Priscilla	Q153719					6000000003828385448
Q77444	Li Xiaowei	Q153718				Q45420995	6000000074739432821
Q77446	Julia Polla	Q153719					6000000003828405202
Q77447	Li Xiaozhen	Q153718				Q30942654	6000000074738832945
Q77449	Titus Flavius Apellas	Q153718					6000000003828405208
Q77450	Li Xiaoheng	Q153718				Q45454950	
Q77452	Flavia Ammion Aristion	Q153719					6000000003828405245
Q77453	Li Xiaojun	Q153718		+0607-01-01T00:00:00Z		Q45616842	
Q77455	Titus Flavius Varus Calvesianus Hermocrates	Q153718					6000000003828405257
Q77456	Li Tanliang	Q153718		+0613-01-01T00:00:00Z		Q45591178	
Q77458	Marcus  Epidus	Q153718			Marcus /Epidus/		6000000001450569233
Q77459	Li Tande	Q153718		+0613-01-01T00:00:00Z		Q45591242	
Q77461	Titia	Q153719					6000000011517542644
Q77462	Li Zucheng	Q153718		+0576-01-01T00:00:00Z		Q45596778	
Q77464	Lucius Neratius  Neratius	Q153718			Lucius Neratius /Neratius/		6000000001450520563
Q77465	Li Dalun	Q153718		+0646-01-01T00:00:00Z		Q45596967	
Q77467	Lucius Aurelius  Gallus	Q153718			Lucius Aurelius /Gallus/		6000000001421722097
Q77468	Li Dayan	Q153718		+0646-01-01T00:00:00Z		Q45598829	
Q77470	Vibius Varus	Q153718					6000000003828375137
Q77471	Li Dayan	Q153718		+0646-01-01T00:00:00Z		Q45598893	
Q77474	Li Chuhui	Q153718		+0646-01-01T00:00:00Z		Q45599333	
Q77477	Li Lun	Q153718				Q45503814	
Q77480	Li Taiyan	Q153718				Q45505812	
Q77483	Li Zhiren	Q153718		+0671-01-01T00:00:00Z		Q45592789	
Q77485	Tiberius Julius Lupus	Q153718				Q11729324	
Q77486	Li Humo	Q153718		+0671-01-01T00:00:00Z		Q45593043	
Q77489	Li Zhengjie	Q153718		+0671-01-01T00:00:00Z		Q45593106	
Q77492	Li Zhengdu	Q153718		+0671-01-01T00:00:00Z		Q45593171	
Q77494	Aelia  Lamia	Q153719			Aelia /Lamia/		6000000001511384890
Q77495	Li Zhengmei	Q153718		+0671-01-01T00:00:00Z		Q45593233	
Q77497	Marcus Plautius  Silvanus	Q153718			Marcus Plautius /Silvanus/		6000000001511792296
Q77498	Li Zhengli	Q153718		+0671-01-01T00:00:00Z		Q45593295	
Q77500	Sextus Appius	Q153718					6000000003828371987
Q77501	Li Zhenggan	Q153718		+0671-01-01T00:00:00Z		Q45593485	
Q77503	Claudius  Pulcher	Q153718			Claudius /Pulcher/		6000000042227773158
Q77504	Li Xingmin	Q153718		+0671-01-01T00:00:00Z		Q45593801	
Q77506	Gaius Caecinus Largus	Q153718					6000000011181860416
Q77507	Li Xingju	Q153718		+0671-01-01T00:00:00Z		Q45593866	
Q77509	Marcus Stertinius  Rufus	Q153718			Marcus Stertinius /Rufus/		6000000001421896343
Q77510	Li Yuanmu	Q153718		+0708-01-01T00:00:00Z		Q45591005	
Q77512	Gaius Julius  Asper	Q153718			Gaius Julius /Asper/		6000000001421756828
Q77513	Li Yuanyue	Q153718		+0708-01-01T00:00:00Z		Q45591516	
Q77515	Iotapa  de Medie-Atropatene	Q153719			Iotapa /de Médie-Atropatène/		6000000202819864933
Q77516	Li Yuanen	Q153718		+0708-01-01T00:00:00Z		Q45591900	
Q77518	Mithridate III Antiochus  Epiphane	Q153718			Mithridate III Antiochus /Épiphane/		6000000202820837839
Q77519	Cui Shenzhi	Q153718		+0709-01-01T00:00:00Z		Q45493136	
Q77521	Vibius  Varus	Q153718			Vibius /Varus/		6000000202812191827
Q77522	Cui Shenwei	Q153718		+0709-01-01T00:00:00Z		Q45493324	
Q77524	Gaius Betitius	Q153718					6000000003828396965
Q77525	Cui Mou	Q153718		+0709-01-01T00:00:00Z		Q45498729	
Q77528	李处默	Q153718				Q16905327	
Q77530	Publius Vibullius Ruffus	Q153718					6000000011460236642
Q77531	李遐 (北魏)	Q153718	+0487-01-01T00:00:00Z			Q15931108	
Q77533	Claudia Athenais Alcia	Q153719					6000000011460539504
Q77534	李统	Q153718				Q16905407	
Q77536	Tisamenis	Q153719					6000000003828375861
Q77537	Vuong Du	Q153718		+0404-03-30T00:00:00Z		Q6752360	
Q77539	Tiberios Klaudios Hipparchus	Q153718					6000000003828375868
Q77540	Cui Tian	Q153718				Q10271411	
Q77542	Appius Annius Trebonius Gallus	Q153718					6000000001320436448
Q77543	卢氏	Q153719				Q83875690	
Q77545	Caucidia Tertulla	Q153719					6000000011460190141
Q77546	王瓊	Q153718	+0454-00-00T00:00:00Z	+0527-00-00T00:00:00Z		Q17239384	
Q77548	Atilius Metilius Bradua	Q153718					6000000011460649611
Q77549	Zheng Bolin	Q153718				Q45413415	6000000074788168966
Q77551	Publius Cantrius	Q153718					6000000003828396366
Q77552	Zheng Youru	Q153718		+0538-01-01T00:00:00Z		Q17499767	6000000074788105996
Q77554	Marcus Pomponius	Q153718					6000000003828396380
Q77555	Zheng Xi	Q153718		+0538-01-01T00:00:00Z		Q45421291	6000000074788248882
Q77557	Gaius Eggius	Q153718					6000000003828396429
Q77558	Li Xingshi	Q153718		+0631-01-01T00:00:00Z		Q15920424	
Q77560	Lucius Sergius Paullus	Q153718					6000000003828385497
Q77561	Li Dashi	Q153718	+0570-01-01T00:00:00Z	+0628-01-01T00:00:00Z		Q1562417	
Q77563	Cornelia	Q153719					6000000003828385532
Q77564	Li Junxuan	Q153718	+0558-01-01T00:00:00Z	+0622-01-01T00:00:00Z		Q15944550	
Q77566	Lucius  Pinarius	Q153718			Lucius /Pinarius/		6000000003828385539
Q77567	Li Mou	Q153718		+0617-01-01T00:00:00Z		Q45555394	
Q77569	Junia Lepida	Q153719	+0018-00-00T00:00:00Z	+0065-01-01T00:00:00Z		Q2391729	6000000003645864031
Q77570	Li Mou	Q153718		+0634-01-01T00:00:00Z		Q45554201	
Q77572	Gaius Cassius Longinus	Q153718	+0005-01-01T00:00:00Z			Q164923	6000000003645864037
Q77573	Li Mou	Q153718		+0634-01-01T00:00:00Z		Q45558597	
Q77575	Gnaeus Domitius Corbulo	Q153718	+0030-00-00T00:00:00Z			Q12277041	6000000012302069304
Q77576	Li Mou	Q153718		+0634-01-01T00:00:00Z		Q45552390	
Q77578	Vistilia	Q153719	+0050-00-00T00:00:00Z	+0100-00-00T00:00:00Z		Q3658103	6000000012302091240
Q77579	Li Mou	Q153718		+0634-01-01T00:00:00Z		Q45552885	
Q77582	Li Mou	Q153718		+0634-01-01T00:00:00Z		Q45553639	
Q77584	Meliteus	Q153718			/Meliteus/		6000000005747740902
Q77585	李氏	Q153719				Q83875316	
Q77587	?	Q153719			? //		6000000005747740924
Q77588	王延业	Q153718				Q24837393	
Q77590	Leonides V Meliteus, Archon of Athens	Q153718					6000000005747740748
Q77591	Wang Changming	Q153718		+0547-01-01T00:00:00Z		Q45672806	
Q77593	N.N., Wife of Leonides V	Q153719					6000000015531232221
Q77594	Wang Shao	Q153718		+0584-01-01T00:00:00Z		Q26209281	
Q77596	Diokles III Hagnousios	Q153718					6000000005747740786
Q77597	Wang Gui	Q153718		+0595-01-01T00:00:00Z		Q45674672	
Q77599	Chaeropoleia	Q153719					6000000005747740681
Q77600	Wang Jian	Q153718		+0584-01-01T00:00:00Z		Q45675227	
Q77602	Mnasikritos de  Thera	Q153718			Mnasikritos de /Thera/		6000000012646098193
Q77603	Li Mou	Q153718		+0671-01-01T00:00:00Z		Q45542750	
Q77606	Li Zhengji	Q153718				Q45422093	6000000075402328883
Q77609	Li Xuancheng	Q153718				Q45546948	
Q77611	Drusus Julius Caesar	Q153718	+0013-10-07T00:00:00Z	+0023-09-14T00:00:00Z		Q313737	6000000008713427361
Q77612	Li Xuande	Q153718		+0631-01-01T00:00:00Z		Q26158209	
Q77614	Livilla	Q153719	+0013-01-01T00:00:00Z	+0031-01-01T00:00:00Z		Q234665	6000000007892332453
Q77615	Li Xiaoshen	Q153718		+0631-01-01T00:00:00Z		Q45549884	
Q77616	Lucius Aemilius  Paullus	Q153718			Lucius Aemilius /Paullus/		
Q77618	Li Mou	Q153718		+0631-01-01T00:00:00Z		Q45550326	
Q77619	Julia 1V	Q153719			/Julia 1V/		
Q77621	Li Zhichuan	Q153718				Q45666283	
Q77622	Consul (25) - Marcus Asinius Agrippa	Q153718					6000000012716211844
Q77624	Li Mou	Q153718		+0631-01-01T00:00:00Z		Q45551074	
Q77625	Artemidorus	Q153718					6000000005747722933
Q77627	Lu Wenjie	Q153718		+0581-01-01T00:00:00Z		Q26186390	
Q77628	Laodice of the Tectosages	Q153719					6000000014834330115
Q77630	Lu Junyin	Q153718				Q26186393	
Q77631	Antonius Julius Quadratus	Q153718					6000000003828401706
Q77632	Li Mou	Q153718		+0653-01-01T00:00:00Z		Q45551576	
Q77634	Li Jun	Q153718		+0671-01-01T00:00:00Z		Q45551828	
Q77635	Julia Tyche	Q153719					6000000008518518487
Q77637	Cui Hanheng	Q153718		+0795-01-01T00:00:00Z		Q45496538	
Q77638	Gaius Asinius Pollio  Marcella	Q153718			Gaius Asinius Pollio /Marcella/		6000000041772452901
Q77640	Cui Li	Q153718		+0795-01-01T00:00:00Z		Q45496604	
Q77641	Antiochus IV of Commagene	Q153718	+0050-00-00T00:00:00Z	+0100-01-01T00:00:00Z		Q580014	6000000003827344393
Q77643	Lu Shi	Q153718				Q65805963	
Q77644	Julia Iotapa	Q153719	+0010-00-00T00:00:00Z	+0070-00-00T00:00:00Z		Q521819	6000000008419056437
Q77646	Zheng Shi	Q153719	+0786-01-01T00:00:00Z	+0850-01-01T00:00:00Z		Q65803298	
Q77647	Tigranes VI of Armenia	Q153718	+0050-00-00T00:00:00Z			Q542065	6000000011707358659
Q77649	Zheng Shi	Q153719				Q65805962	
Q77650	Opgalli	Q153719					6000000011707390879
Q77652	Cui Ji	Q153718				Q45518578	
Q77653	Lucius Vibullius Saturninus	Q153718					6000000003828375473
Q77655	Cui Yuanzhou	Q153718				Q45474255	
Q77656	Gaius Vipstanus Messalla Gallus	Q153718					6000000003828382561
Q77658	Cui Yuanyou	Q153718				Q45474365	
Q77659	NN (Wife of Gaius Vipstanus Messalla Gallus)	Q153719					6000000041394586747
Q77661	Dugu Zijia	Q153718				Q45422413	6000000075402960951
Q77662	Plautius	Q153718					6000000003828399228
Q77664	Dugu Yuankai	Q153718				Q45574581	
Q77665	Quinctilia	Q153719					6000000041257126598
Q77667	Dugu Mi	Q153718				Q45422451	6000000075403011938
Q77668	Fannia	Q153719					6000000003828396193
Q77670	Dugu Shi	Q153718				Q45509263	
Q77671	Helvidius  Priscus	Q153718			Helvidius /Priscus/		6000000003828396200
Q77673	Changsun Dun	Q153718				Q45422439	6000000075402245374
Q77674	Publius  Anteius	Q153718			Publius /Anteius/		6000000003828396228
Q77676	Dugu Lang	Q153718	+0775-01-01T00:00:00Z	+0827-01-01T00:00:00Z		Q45422462	6000000075402854830
Q77677	Aedia Servilia	Q153719					6000000003828385109
Q77679	Dugu Yu	Q153718	+0776-01-01T00:00:00Z	+0815-01-01T00:00:00Z		Q45422468	6000000075402265109
Q77680	Manius  Acilius	Q153718			Manius /Acilius/		6000000003828385116
Q77682	Murong Zhi	Q153718				Q22813894	
Q77683	Atilia Sabina	Q153719					6000000003828385546
Q77685	Lucius  Arrius	Q153718			Lucius /Arrius/		6000000003828385553
Q77686	Murong Zhong	Q153718	+0350-00-00T00:00:00Z			Q11074113	
Q77688	Julia Polla	Q153719					6000000003828401712
Q77689	Cui Tao	Q153718				Q45655276	
Q77691	Julius Apellas	Q153718					6000000003828405196
Q77692	Cui Dashan	Q153718	+0571-01-01T00:00:00Z	+0587-01-01T00:00:00Z		Q45486096	
Q77693	Cui Xiao	Q153718		+0635-01-01T00:00:00Z		Q45499314	
Q77695	Moschos	Q153718					6000000003828405251
Q77696	Cui Ling	Q153718		+0635-01-01T00:00:00Z		Q45500285	
Q77698	Stratonikos	Q153718					6000000003828405263
Q77699	Cui Minling	Q153718				Q45511060	
Q77701	Marcus  Epidus	Q153718			Marcus /Epidus/		6000000001450665137
Q77702	Cui Gan	Q153718		+0650-01-01T00:00:00Z		Q45486033	
Q77704	Petronia	Q153719					6000000011517649803
Q77705	Cui Mou	Q153718		+0650-01-01T00:00:00Z		Q45501426	
Q77707	Lucius Neratius  Neratius	Q153718			Lucius Neratius /Neratius/		6000000001450473717
Q77708	Li Shanyuan	Q153718				Q45466774	
Q77710	Anteia	Q153719					6000000001450638145
Q77711	Cui Yuanzhi	Q153718				Q45419405	6000000075344293994
Q77713	Vibius Varus	Q153718					6000000003828375130
Q77714	崔氏	Q153719				Q76014094	
Q77717	Lu Shi	Q153719				Q65804881	
Q77720	Cui Jisun	Q153718		+0729-01-01T00:00:00Z		Q45503089	
Q77722	Tiberius Julius Lupus	Q153718				Q30069228	
Q77723	Cui Zhongsun	Q153718		+0729-01-01T00:00:00Z		Q45503153	
Q77725	Lucius Aelius  Lamia	Q153718			Lucius Aelius /Lamia/		6000000001511769482
Q77726	Jiang Shi	Q153719				Q65805964	
Q77728	Lartia	Q153719					6000000001511906058
Q77729	Cui Yanyu	Q153718		+0849-01-01T00:00:00Z		Q45611775	
Q77731	Marcus Plautius  Silvanus	Q153718			Marcus Plautius /Silvanus/		6000000007551283275
Q77732	Cui Yanyu	Q153718				Q45518897	
Q77734	Appius Claudius  Pulcher	Q153718			Appius Claudius /Pulcher/		6000000006963966050
Q77735	Cui Yanbo	Q153718				Q45518959	
Q77737	Gaius Caecinus Largus	Q153718					6000000011181819760
Q77738	Cui Yanfu	Q153718				Q45519023	
Q77740	Marcus  Stertinius	Q153718			Marcus /Stertinius/		6000000001421724633
Q77741	Cui Yansu	Q153718				Q45519087	
Q77743	Gaius Julius  Asper	Q153718			Gaius Julius /Asper/		6000000001421917068
Q77744	Wang Shi	Q153719				Q65806033	
Q77746	Antiochus Epiphane Philorhomaios Mithridate II  Philhellenos Monocritis	Q153718			Antiochus Épiphane Philorhomaios Mithridate II /Philhellenos Monocritis/		6000000202821312828
Q77747	Cui Yanwen	Q153718	+0815-01-01T00:00:00Z	+0857-01-01T00:00:00Z		Q45542163	
Q77749	Laodice. Seleucide	Q153719					6000000202821602829
Q77750	Cui Dede	Q153719				Q45534665	
Q77753	Cui Qianqian	Q153719				Q45534728	
Q77755	Tiberios Klaudios Herodes	Q153718					6000000003828375874
Q77756	Cui Zhengzheng	Q153719				Q45534793	
Q77758	Trebonia Gallus	Q153719					6000000027257195556
Q77759	Cui Yanzuo	Q153718				Q45534858	
Q77761	Annius Gallus	Q153718					6000000027257378939
Q77762	Cui Yanguang	Q153718				Q45534923	
Q77764	Caucidius Tertullus Atius Bassus	Q153718					6000000011460861340
Q77765	Cui Yanbo	Q153718				Q45534987	
Q77767	Atilius Postumus Bradua	Q153718					6000000011460539897
Q77768	Cui Yancheng	Q153718				Q45535049	
Q77770	Metilia	Q153719					6000000011460735318
Q77771	Cui Yanfu	Q153718				Q45535112	
Q77773	Marcus Pomponius	Q153718					6000000018693058757
Q77774	Cui Yanzhen	Q153718				Q45535175	
Q77776	Lucius Eggius	Q153718					6000000027231093594
Q77777	Cui Yanfang	Q153718				Q45535240	
Q77779	Sergius	Q153718			/Sergius/		6000000003828385504
Q77780	Cui Xuanjian	Q153718				Q45535304	
Q77782	Pinarius	Q153718				Q93953755	
Q77783	Cui Yanguan	Q153718				Q45626114	
Q77785	Marcus Junius Silanus Torquatus	Q153718	+0050-00-00T00:00:00Z	+0036-01-01T00:00:00Z	Marcus Junius Silanus /Torquatus/	Q1227252	6000000007499251986
Q77786	Cui Yangong	Q153718		+0862-01-01T00:00:00Z		Q45503734	
Q77788	Aemilia Lepida	Q153719	-0003-00-00T00:00:00Z	+0053-00-00T00:00:00Z		Q259576	6000000002106239618
Q77789	Cui Yanjin	Q153718		+0862-01-01T00:00:00Z		Q45503797	
Q77791	Lucius Cassius Longinus	Q153718	+0100-00-00T00:00:00Z	+0100-01-01T00:00:00Z		Q1873561	6000000003024845047
Q77792	Cui Yanzai	Q153718		+0862-01-01T00:00:00Z		Q45503861	
Q77794	N.N.  Meliteus	Q153718			N.N. /Meliteus/		6000000005747740908
Q77795	Cui Shi	Q153719	+0825-01-01T00:00:00Z	+0847-01-01T00:00:00Z		Q65803279	
Q77797	?	Q153719			? //		6000000005747740929
Q77798	Cui Shi	Q153719	+0804-01-01T00:00:00Z	+0827-01-01T00:00:00Z		Q65803774	
Q77800	Leonides IV Meliteus	Q153718					6000000003828405140
Q77801	杜渐	Q153718				Q78215602	
Q77803	Chrystothemis Phaidrou  Berenikdou	Q153719			Chrystothemis Phaidrou /Berenikdou/		6000000005747740774
Q77804	Li Xu	Q153718		+0531-01-01T00:00:00Z		Q45567007	
Q77806	Themistockles  Hagnousios	Q153718			Themistockles /Hagnousios/		6000000003828405035
Q77808	Li Wu	Q153718		+0771-01-01T00:00:00Z		Q45567390	
