child_qid	child_label	n_parents	clusters	proposed_parents	unresolved	reason
Q73284		3	[Q72951 'Gaius Livius Drusus'] ; [Q72954 'Julia Caesaris Drusus'] ; [Q73431 'Marcus Livius Drusus']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q73296	Aemilia Tertia	3	[Q73266 'Lucius Aemilius Paullus'] ; [Q73269 'N.N.'] ; [Q99378 'Q99378']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q73377	Nysa	3	[Q135914 'Q135914'] ; [Q73368 'Laodice IV'] ; [Q73380 'BAD MERGE']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q73389	Sextus Julius Caesar	3	[Q144027 'Lucius Julius Caesar'] ; [Q73524 'Cornelia Cinna Minor'] ; [Q73527 'Lucius Julius Caesar, I']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q73503	Laodice II	3	[Q73635 'Unknown Wife'] ; [Q73638 'Andromachus'] ; [Q73746 'Achaeus']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q73515	Laodice	3	[Q133344 'Q133344'] ; [Q134310 'Asterodeia'] ; [Q73380 'BAD MERGE']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q73563	Publius Claudius Pulcher	3	[Q73677 'Gaius Claudius Centho'] ; [Q73680 'NN (Wife of Gaius Claudius Centho)'] ; [Q73782 'Appius Claudius Caecus']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q73893	Lucius Cornelius Scipio Asiaticus Aemilianus	3	[Q72434 'Marcus Aemilius Lepidus' = Q72514 'Marcus Aemilius Lepidus'] ; [Q72517 'Appuleia']	Q72514,Q72517	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q72434+Q72514: same Wikidata ID (Q435329). The two survivors are one male and one female, as a biological parent pair should be
Q73970	Appius Claudius Crassus Inregillensis	3	[Q151743 'Appius Claudius Crassus' = Q74091 'Appius Claudius Crassus Regillensis Crassus'] ; [Q78752 'Publius Claudius-Nero']	Q151743,Q78752	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q151743+Q74091: same given name and every surname token matches as a spelling variant ('Appius Claudius Crassus' / 'Appius Claudius Crassus Regillensis Crassus'). NOTE both survivors are recorded male — the collapse is clean but the resulting pair is not a biological one; a further duplicate may be hiding behind differing labels
Q74067	Darius II	3	[Q74126 'Cosmartidene'] ; [Q74129 'Artaxerxes I of Persia'] ; [Q99426 'الملك أرتازركسيس- أردشير الأول بن الملك زركسيس الأول']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74201	Numa Marcius  Numae	3	[Q74258 'NN (Wife of Marcius)'] ; [Q74261 'Marcus'] ; [Q74509 'Q74509']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74252	Tatia	3	[Q74311 'Titus Tatius I'] ; [Q74314 'NN (Wife of Titus Tatius)'] ; [Q74317 'Q74317']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74255	King of Rome II - Numa Pompilius (716-672 BC)	3	[Q134935 'Pompo'] ; [Q74320 'Pomponius'] ; [Q74323 'Silvia of Rome']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74494		3	[Q74629 'Cyaxares Medina, van'] ; [Q74632 'Q74632'] ; [Q99494 'N.N.']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74717	Erebos	3	[Q130496 'Ananke'] ; [Q131426 'Chronos'] ; [Q131428 'Q131428']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q74804	Latinus Silvius	3	[Q134044 'Aeneas Silvius' = Q74813 'Aeneas Silvius'] ; [Q74816 '.']	Q134044,Q74816	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q134044+Q74813: identical label 'Aeneas Silvius'. The two survivors are one male and one female, as a biological parent pair should be
Q74861	"Faunus ""Lupercus""  ben Picus"	3	"[Q74873 'Canens of Latium'] ; [Q74876 'Picus ""the Cronid""' = Q90259 'Picus ""the Cronid""']"	Q74873,Q74876	no	"3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q74876+Q90259: identical label 'Picus ""the Cronid""'. The two survivors are one male and one female, as a biological parent pair should be"
Q74909	Tros  King of Troy	3	[Q74940 'Astyoche Dardaniers, van de'] ; [Q74943 'Erichthonius' = Q90464 'Erichthonius']	Q74940,Q74943	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q74943+Q90464: identical label 'Erichthonius'. The two survivors are one male and one female, as a biological parent pair should be
Q74991	Abas	3	[Q132482 'Ixion'] ; [Q133142 'Arethusa'] ; [Q75039 'Poseidon']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q75012	Electra 	3	[Q74970 'Tethys'] ; [Q74973 'Danaus' = Q90309 'Oceanus']	Q74970,Q74973	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q74973+Q90309: same Wikidata ID (Q161419). The two survivors are one male and one female, as a biological parent pair should be
Q75087	"Enarete, ""Aenarete"", ""Enareta"", ""Aegiale"""	3	[Q75120 'Glaucia'] ; [Q75123 'Deimachus' = Q90470 'Deimachus']	Q75120,Q75123	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q75123+Q90470: identical label 'Deimachus'. The two survivors are one male and one female, as a biological parent pair should be
Q75138	Ladon	3	[Q74970 'Tethys'] ; [Q74973 'Danaus' = Q90309 'Oceanus']	Q74970,Q74973	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q74973+Q90309: same Wikidata ID (Q161419). The two survivors are one male and one female, as a biological parent pair should be
Q75201	Cambo Blascon (Jupiter II)  Janigenae	3	[Q75231 'Blascon King Of Janigenae of the Janigenae'] ; [Q75234 '(Female)' = Q90608 '(Female)']	Q75231,Q75234	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q75234+Q90608: identical label '(Female)'. The two survivors are one male and one female, as a biological parent pair should be
Q75231	Blascon King Of Janigenae  of the Janigenae	3	[Q75270 'Q75270'] ; [Q75273 'Altheus (Altheo) King of the Janigenae Janigenorum'] ; [Q90610 'Q90610']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q75279	Pelasgus	3	[Q74656 'Q74656'] ; [Q75315 'Niobe'] ; [Q90359 'Zeus']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q75336	Phoroneus	3	[Q75357 'Melia'] ; [Q75360 'Inachus' = Q90325 'Inachus']	Q75357,Q75360	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q75360+Q90325: identical label 'Inachus'. The two survivors are one male and one female, as a biological parent pair should be
Q75348	Tithonus	3	[Q132332 'Q132332'] ; [Q74656 'Q74656'] ; [Q75369 'Leto - - Latona']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q75357	Melia	3	[Q74970 'Tethys'] ; [Q74973 'Danaus' = Q90309 'Oceanus']	Q74970,Q74973	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q74973+Q90309: same Wikidata ID (Q161419). The two survivors are one male and one female, as a biological parent pair should be
Q75360	Inachus	3	[Q74970 'Tethys'] ; [Q74973 'Danaus' = Q90309 'Oceanus']	Q74970,Q74973	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q74973+Q90309: same Wikidata ID (Q161419). The two survivors are one male and one female, as a biological parent pair should be
Q75495	Maria  de Rome	3	[Q75498 'Volusiana'] ; [Q75501 'Flavius Anicius Petronius Maximus'] ; [Q99627 'Petronius Maximus']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q76355	Appia Veturia Aurelia Coeciva Sabinilla	3	[Q151576 'Appius Claudius Pulcher' = Q76580 'Appius Claudius Pulcher'] ; [Q76577 'Sextia']	Q151576,Q76577	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q151576+Q76580: identical label 'Appius Claudius Pulcher'. The two survivors are one male and one female, as a biological parent pair should be
Q76475	Sergius Octavius  Laenas Paullus	3	[Q76693 'Sergius Octavius Pontianus Laenes Octavius Pontainus'] ; [Q76696 'Julia'] ; [Q99659 'Pontianus Sergius Octavius']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q76625	Gaius Neratius	3	[Q76864 'Neratia Procilla'] ; [Q77083 'Gaius Betitius' = Q99665 'Gaius Betitius Pietas']	Q76864,Q99665	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q77083+Q99665: same given name and every surname token matches as a spelling variant ('Gaius Betitius' / 'Gaius Betitius Pietas'). The two survivors are one male and one female, as a biological parent pair should be
Q77257	Julia	3	[Q72374 'Tiberius Julius Lupus' = Q77485 'Tiberius Julius Lupus' = Q77722 'Tiberius Julius Lupus']	Q77485	no	3 listed parents collapse to 1 distinct person(s): 2 record(s) are duplicates of another listed parent. Evidence — Q72374+Q77485: identical label 'Tiberius Julius Lupus'; Q72374+Q77722: identical label 'Tiberius Julius Lupus'; Q77485+Q77722: identical label 'Tiberius Julius Lupus'. Only one person survives, so this child ends up with a single recorded parent; the other parent is missing from the dump rather than wrong
Q77791	Lucius Cassius Longinus	3	[Q153597 'Sulpicia'] ; [Q77958 'Lucius Cassius Longinus'] ; [Q77961 'Iunia Tertia']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78027	Glaphyra	3	[Q78192 'N.N.' = Q99709 'NN'] ; [Q78195 'Archelaus of Cappadocia']	Q78192,Q78195	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q78192+Q99709: same Geni ID (6000000016780425590). The two survivors are one male and one female, as a biological parent pair should be
Q78189	Herod the Great	3	[Q78348 'Antipater the Idumaean' = Q99725 'Antipater the Idumaean'] ; [Q78351 'Cypros']	Q78348,Q78351	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q78348+Q99725: same Wikidata ID (Q319075). The two survivors are one male and one female, as a biological parent pair should be
Q78393	Appius Claudius Pulcher	3	[Q78396 'Antistia de Rome'] ; [Q78525 'Gaius Claudius Pulcher'] ; [Q78528 'Consul (143 BC) - Appius Claudius Pulcher']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78582	Attalus I, king of Pergamon	3	[Q78685 'Antiochis'] ; [Q78688 'Attalus'] ; [Q78691 'King of Pergamon II - Eumenes I (263241 BC)']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78603	Archelaus	3	[Q74228 'Perdiccas II of Macedon'] ; [Q78710 'Archelaus'] ; [Q79010 'Slave Woman']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78691	King of Pergamon II - Eumenes I (263241 BC)	3	[Q78764 'Eumenes of Pergamon'] ; [Q78767 'Satyra of Pergamon'] ; [Q78770 'Philetaerus']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q78704	John Hyrcanus	3	[Q151286 'Q151286'] ; [Q78776 'Simon Thassi'] ; [Q85148 'Alexandra Simona Bat Yehuda ha Kohen']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q79114	Epiphania	3	[Q113001 'NN'] ; [Q79102 'Esteban Balthes'] ; [Q99508 'Lucia']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q82390	Fernao  Soares de Moscoso	3	[Q81587 'Leonor Pacheco Soares'] ; [Q82362 'Pedro Sanches de Moscoso'] ; [Q82364 'Joao Soares de Moscoso']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85240	Nitocris  Princess of Egypt	3	[Q195013 'Necho II, Pharaoh of Egypt'] ; [Q85249 'Necho'] ; [Q85251 'Chedebnitjerbone']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85247	Neferibre Psamtek Psammetichus last king of Judah	3	[Q195013 'Necho II, Pharaoh of Egypt'] ; [Q85249 'Necho'] ; [Q85251 'Chedebnitjerbone']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85253	Psamtek Wahibre	3	[Q195390 'Necho I' = Q85263 'Menkheperre Necho'] ; [Q85261 'Istemabat']	Q195390,Q85261	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195390+Q85263: same Wikidata ID (Q455594). The two survivors are one male and one female, as a biological parent pair should be
Q85380	Shoshenq D . 	3	"[Q195124 'Karomat / Karomama /Princess of Egypt/' = Q85392 'Karomat \ Karomama Karomama ?Princess of Egypt'] ; [Q85374 'Ozorkon II Usermare Setepenamun ""the Libyan"" II ""the Libyan"", Pharaoh of Pharaoh of Egypt']"	Q195124,Q85374	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195124+Q85392: same given name and every surname token matches as a spelling variant ('Karomat / Karomama /Princess of Egypt/' / 'Karomat \ Karomama Karomama ?Princess of Egypt'). The two survivors are one male and one female, as a biological parent pair should be
Q85438	Maatkare	3	[Q195446 'Psusennes II . . High Priest of Amun, Pharaoh of Egypt' = Q85418 'Psusennes II .'] ; [Q85416 'This line really does not make sense']	Q195446,Q85416	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195446+Q85418: same given name and every surname token matches as a spelling variant ('Psusennes II . . High Priest of Amun, Pharaoh of Egypt' / 'Psusennes II .'). The two survivors are one male and one female, as a biological parent pair should be
Q85654	Mentuhotep III (IV), King of Egypt 	3	[Q85662 'Neferu'] ; [Q85664 'Mentuhotep II Nebhepetra, King of Egypt'] ; [Q85985 'Sankhkare Mentuhotep III Mentouhotep']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85664	Mentuhotep II Nebhepetra, King of Egypt 	3	[Q85668 'Inyotef III Nakhtnebtepnefer, King of Egypt' = Q85678 'Inyotef III Nakhtnebtepnefer, King of Egypt'] ; [Q85670 'Aoh']	Q85668,Q85670	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q85668+Q85678: identical label 'Inyotef III Nakhtnebtepnefer, King of Egypt'. The two survivors are one male and one female, as a biological parent pair should be
Q85674	Inyotef II, King of Egypt 	3	[Q85680 'Inyotef I the Great, King of Egypt'] ; [Q85682 'Mother of Inyotef II, King of Egypt'] ; [Q85903 'Mentuhotep I Tepy-a']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85686	Ankhfn-Khonsu, Prince of Egypt 	3	[Q85692 'Merenenre II'] ; [Q85694 'Nitocris'] ; [Q85704 'Pepi I']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85740	Neferirkare Kakai 	3	[Q195152 'Neferhetepes . . Queen of Egypt'] ; [Q85744 'Userkaf'] ; [Q85746 'Neferhetepes .']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85754	Menkaure Khet	3	[Q195158 'Khamerernebty I'] ; [Q85756 'Khafre'] ; [Q85758 'Khamerernebty .']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q85808	Djet	3	[Q195273 'Nakhtneith'] ; [Q85810 'Herneith of Egypt'] ; [Q85812 'Djer']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q86189	Senusret-sonbe . 	3	[Q195205 'Senusret II' = Q86147 'Khakheperre Senusret II'] ; [Q86159 'Itaweret Itaurt of Egypt']	Q195205,Q86159	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195205+Q86147: same Wikidata ID (Q18722). The two survivors are one male and one female, as a biological parent pair should be
Q86191	Khakhaure Senusret III	3	[Q195205 'Senusret II' = Q86147 'Khakheperre Senusret II'] ; [Q86149 'Khenemetneferhedjet I Weret .']	Q195205,Q86149	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195205+Q86147: same Wikidata ID (Q18722). The two survivors are one male and one female, as a biological parent pair should be
Q86193	Sithathoryunet . 	3	[Q195205 'Senusret II' = Q86147 'Khakheperre Senusret II'] ; [Q86157 'Khnemet .']	Q195205,Q86157	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195205+Q86147: same Wikidata ID (Q18722). The two survivors are one male and one female, as a biological parent pair should be
Q86197	Hetshepsut . 	3	[Q195205 'Senusret II' = Q86147 'Khakheperre Senusret II'] ; [Q86155 'Neferet .']	Q195205,Q86155	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195205+Q86147: same Wikidata ID (Q18722). The two survivors are one male and one female, as a biological parent pair should be
Q86199	Atmuneferu . 	3	[Q195205 'Senusret II' = Q86147 'Khakheperre Senusret II'] ; [Q86155 'Neferet .']	Q195205,Q86155	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195205+Q86147: same Wikidata ID (Q18722). The two survivors are one male and one female, as a biological parent pair should be
Q86269	Intef the Elder	3	[Q195814 'Mother of Inyotef I the Great, King of Egypt' = Q85688 'Mother of Inyotef I the Great, King of Egypt'] ; [Q85686 'Ankhfn-Khonsu, Prince of Egypt']	Q195814,Q85686	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q195814+Q85688: identical label 'Mother of Inyotef I the Great, King of Egypt'. The two survivors are one male and one female, as a biological parent pair should be
Q86565	Nachum  ben Achaya	3	"[Q86573 'Achaya son of Akkub'] ; [Q86575 'bat Abba ""Abbahu"" bar Acha'] ; [Q91032 'Unknown bat Abba ""Abbahu"" bar Acha']"		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q86567	Hobah  bat Rab	3	[Q86577 'Rab Abba Arika bar Abba'] ; [Q86579 'Q86579'] ; [Q91038 '?']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q86605	Hunya  ben Nathan	3	[Q86613 'Nathan'] ; [Q86615 'Wife #1 of Shechanya ben Shemaya'] ; [Q91216 'Nathan de Zuzita ben Shalom']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q86665	bat Hizkiya ibn Nearya	3	[Q86675 'Hiskiasz'] ; [Q86677 'bat Shahanya son of Obadya'] ; [Q92232 'Unknown bat Shahanya son of Obadya']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q86683	Hizkiya  ben Shehanya	3	[Q86695 'wife, Shehnya bat Hillel HaZaken'] ; [Q86697 'Shehanya (a\k\a 'Shachna') k?a 'Shachna') ?ibn Eliab' = Q92659 'Shehanya (a\k\a 'Shachna') ibn Eliab']	Q86695,Q92659	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q86697+Q92659: same given name and every surname token matches as a spelling variant ('Shehanya (a\k\a 'Shachna') k?a 'Shachna') ?ibn Eliab' / 'Shehanya (a\k\a 'Shachna') ibn Eliab'). The two survivors are one male and one female, as a biological parent pair should be
Q86836	Hazrat Syed Imam Muhammad Baqer RH son of  Imam Zainal Abidin	3	[Q86852 '+ Ali Zainal Abidin -4 [Versi 1]'] ; [Q86854 'Imam Ali Al-Sajjad Zain-ul-Abedin Al Husayni'] ; [Q86856 'Fatima daughter of al-Hasan']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q86975	Lu'ay born of Ghalib	3	[Q153797 'Q153797'] ; [Q62689 'Atikah born of Yakhlud'] ; [Q85847 'BROKEN PERSON UNLINK']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q87322	劉	3	[Q87314 'Che Liu'] ; [Q87342 'NN'] ; [Q87344 'Q87344']		yes	3 listed parents do NOT collapse: they cluster into 3 distinct people, more than a biological pair. Deduplication cannot decide which 2 are the real parents, and choosing among 3 genuinely different claimed parents is genealogical judgement, not a merge. Clusters are shown for a human to rule on.
Q87340	Elchishye Bektur  	3	[Q60233 'Zhong Nu' = Q87364 'Zhong Nu'] ; [Q87362 'Kiyok (Laoshang) Chanyu']	Q60233,Q87362	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q60233+Q87364: identical label 'Zhong Nu'. The two survivors are one male and one female, as a biological parent pair should be
Q87428	  	3	[Q58889 'of Chao' = Q87434 'of Chao'] ; [Q87436 'Q87436']	Q58889,Q87436	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q58889+Q87434: identical label 'of Chao'. The two survivors are one male and one female, as a biological parent pair should be
Q87448	Cheng Kung  of Yan	3	[Q58290 'of Tsai' = Q87454 'of Tsai'] ; [Q87452 'Hsiao Kung of Yan']	Q58290,Q87452	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q58290+Q87454: identical label 'of Tsai'. The two survivors are one male and one female, as a biological parent pair should be
Q87513	 Kung  	3	[Q58281 'of Chi' = Q87523 'of Chi'] ; [Q87525 'Kung']	Q58281,Q87525	no	3 listed parents collapse to 2 distinct person(s): 1 record(s) are duplicates of another listed parent. Evidence — Q58281+Q87523: identical label 'of Chi'. The two survivors are one male and one female, as a biological parent pair should be
