verdict	role	child	child_label	a	a_label	b	b_label	a_wd	b_wd	a_kind	b_kind	shared_parents	shared_spouses
DEDUPE	father	Q114552	Fulk, King of Jerusalem	Q112699	Fulk le Réchin	Q208842	Foulques IV "le Rechin", comte d'Anjou	Q48115		real	real	Q114197	Q114542
DEDUPE	mother	Q114552	Fulk, King of Jerusalem	Q114540	Bertrade of Montfort	Q206271	Bertrade de Montfort, reine des Francs	Q242601		real	real		
DEDUPE	father	Q114708	Hugh II, Duke of Burgundy	Q112803	Odo I, Duke of Burgundy	Q118443	Eudes I 'Borel' duc de Bourgogne	Q544125		real	real		
DEDUPE	mother	Q114708	Hugh II, Duke of Burgundy	Q114213	Sibylla of Burgundy, Duchess of Burgundy	Q205237	Sibylle, duchesse consort de Bourgogne	Q2069992		real	real	Q112606	
DEDUPE	mother	Q114730	Sikelgaita	Q118202	Porpora de Tabellaria	Q206602	Gemma Capua di Marsico	Q76346725		real	real		Q118200
DEDUPE	mother	Q114743	Aimery II of Narbonne	Q112815	Matilde d'Altavilla	Q205637	Matilde Altavilla di Puglia	Q9026788		real	real	Q114223,Q114730	Q114741
DEDUPE	mother	Q114744	Berenguer of Narbonne	Q112815	Matilde d'Altavilla	Q205637	Matilde Altavilla di Puglia	Q9026788		real	real	Q114223,Q114730	Q114741
DEDUPE	father	Q115077	Hildegard of Vinzgouw	Q115073	Gerold of Vinzgau	Q206669	Gerold I, graf im Kraichgau und Anglachgau	Q671572		real	real		
DEDUPE	mother	Q115077	Hildegard of Vinzgouw	Q113103	Emma of Alamannia	Q207029	Imma	Q3052481		real	real	Q111974	
DEDUPE	mother	Q115496	Charles the Simple	Q113420	Adelaide of Paris	Q206502	Adelais de Paris	Q254095		real	real	Q112246	Q115494
DEDUPE	father	Q115514	Ermengarde of Hesbaye	Q118932	Ingerman of Hesbaye	Q207022	Ingram, comte de Hesbaye	Q920959		real	real		
DEDUPE	mother	Q115514	Ermengarde of Hesbaye	Q118934	Rotrude	Q205063	Rotrude	Q56258080		real	real		
DEDUPE	mother	Q115540	Hardouin de Ponthieu	Q113440	Bertha	Q205641	Berthe Prinses der Franken	Q827676		real	real	Q115039,Q115077	Q118967
DEDUPE	mother	Q115552	Bernard of Italy	Q115550	Ruodhaid	Q206123	Bertha de Toulouse	Q23979501		real	real		Q113462
DEDUPE	mother	Q115596	Baldwin II	Q115594	Judith of Flanders	Q205535	Judith, gravin van Vlaanderen	Q429927		real	real	Q115524,Q115716	Q113506,Q118995
DEDUPE	mother	Q115598	Raoul of Flanders	Q115594	Judith of Flanders	Q205535	Judith, gravin van Vlaanderen	Q429927		real	real	Q115524,Q115716	Q113506,Q118995
DEDUPE	mother	Q115600	Charles van Vlaanderen	Q115594	Judith of Flanders	Q205535	Judith, gravin van Vlaanderen	Q429927		real	real	Q115524,Q115716	Q113506,Q118995
DEDUPE	father	Q115650	Richard, Duke of Burgundy	Q115645	Bivin of Gorze	Q205968	comte et abbe laic de Gorze	Q605836		real	real		
DEDUPE	mother	Q115656	Ermengarde	Q113568	Ermengard of Italy	Q205360	Engelberga	Q273602		real	real		
DEDUPE	father	Q115700	Boso, Margrave of Tuscany	Q119079	Theobald of Arles	Q205102	Theobald, comte d'Arles	Q280371		real	real		
DEDUPE	mother	Q115700	Boso, Margrave of Tuscany	Q119081	Bertha of Lotharingia	Q206068	Bertha, margravine de Toscane	Q747591		real	real	Q115736	
DEDUPE	father	Q115808	Pedro Manrique de Lara	Q106950	Manrique Perez de Lara	Q118603	Manrique Pérez de Lara		Q6751540	real	real	Q112885	Q115806
DEDUPE	father	Q115810	Aimerico Manrique de Lara	Q106950	Manrique Perez de Lara	Q118603	Manrique Pérez de Lara		Q6751540	real	real	Q112885	Q115806
DEDUPE	father	Q115916	Arnold I of Chiny	Q119414	Louis II of Chiny	Q205586	Gui I de Vermandois, comte de Soissons	Q2843474		real	real		
DEDUPE	father	Q115988	Amadeus III, Count of Savoy	Q115984	Umberto II, Count of Savoy	Q205169	Umberto II, conte di Savoia "il Rinforzato"	Q553289		real	real	Q114303	
DEDUPE	mother	Q115988	Amadeus III, Count of Savoy	Q113776	Gisela of Burgundy	Q205447	Gisela	Q623188		real	real	Q112606	
DEDUPE	father	Q115990	Adelaide of Maurienne	Q115984	Umberto II, Count of Savoy	Q205169	Umberto II, conte di Savoia "il Rinforzato"	Q553289		real	real	Q114303	
DEDUPE	mother	Q115990	Adelaide of Maurienne	Q113776	Gisela of Burgundy	Q205447	Gisela	Q623188		real	real	Q112606	
DEDUPE	father	Q116000	Raymond V, Count of Toulouse	Q107026	Alphonse Jourdain	Q118679	Alphonse Jourdain		Q561182	real	real	Q112428,Q112446	Q115998
DEDUPE	father	Q116002	Alphonse of Toulouse	Q107026	Alphonse Jourdain	Q118679	Alphonse Jourdain		Q561182	real	real	Q112428,Q112446	Q115998
DEDUPE	father	Q116004	Faidiva of Toulouse	Q107026	Alphonse Jourdain	Q118679	Alphonse Jourdain		Q561182	real	real	Q112428,Q112446	Q115998
DEDUPE	father	Q116006	Laurence of Toulouse	Q107026	Alphonse Jourdain	Q118679	Alphonse Jourdain		Q561182	real	real	Q112428,Q112446	Q115998
DEDUPE	mother	Q116030	Urraca of Portugal	Q106750	Maud of Savoy	Q118403	Maud of Savoy		Q234234	real	real	Q115988,Q118269	Q104129
DEDUPE	mother	Q116032	Theresa of Portugal	Q106750	Maud of Savoy	Q118403	Maud of Savoy		Q234234	real	real	Q115988,Q118269	Q104129
DEDUPE	mother	Q116038	Mafalda of Portugal	Q106750	Maud of Savoy	Q118403	Maud of Savoy		Q234234	real	real	Q115988,Q118269	Q104129
DEDUPE	mother	Q116040	Sancha of Portugal I	Q106750	Maud of Savoy	Q118403	Maud of Savoy		Q234234	real	real	Q115988,Q118269	Q104129
DEDUPE	father	Q116080	Roger I of Sicily	Q116459	Tancred of Hauteville	Q205221	Tancredi d'Altavilla	Q26731		real	real		
DEDUPE	mother	Q116080	Roger I of Sicily	Q113948	Fressenda of Hauteville	Q205224	Person Q205224	Q13563381		real	real		
DEDUPE	mother	Q116243	Pippin	Q115652	Richilde of Provence	Q205540	Richilda	Q235776		real	real		Q115524
DEDUPE	father	Q116259	Liutgard of Saxony	Q116255	Liudolf, Duke of Saxony	Q205410	Liudolfo da Saxonia	Q437974		real	real		
DEDUPE	mother	Q116259	Liutgard of Saxony	Q116257	Oda of Billung	Q205411	Oda	Q11993048		real	real		
DEDUPE	father	Q116263	Hathumod	Q116255	Liudolf, Duke of Saxony	Q205410	Liudolfo da Saxonia	Q437974		real	real		
DEDUPE	mother	Q116263	Hathumod	Q116257	Oda of Billung	Q205411	Oda	Q11993048		real	real		
DEDUPE	father	Q116313	Reginar II, Count of Hainaut	Q116311	Reginar I Longneck	Q206655	Reginar I Longneck de Lotharingia duc de Lorraine, comte de Hainault	Q206774		real	real	Q115744,Q119125	
DEDUPE	mother	Q116313	Reginar II, Count of Hainaut	Q120077	Alberade von Kleve	Q206658	Alberade ou Hersent De Lorraine	Q76101995		real	real		
DEDUPE	mother	Q116343	Henry II, Holy Roman Emperor	Q114133	Gisela of Burgundy	Q205982	Gisela  Herzogin zu Bayern	Q254389		real	real	Q114129	Q113906
DEDUPE	mother	Q116369	Otto I, Duke of Swabia and Bavaria	Q116367	Ida von Schwaben	Q205512	Ida	Q25487193		real	real		Q113916
DEDUPE	mother	Q116441	Odo, Count of Penthièvre	Q113940	Hawise of Normandy	Q206041	Havoise De Normandie	Q3128713		real	real		Q116437
DEDUPE	father	Q116461	William Iron Arm	Q116459	Tancred of Hauteville	Q205221	Tancredi d'Altavilla	Q26731		real	real		
DEDUPE	mother	Q116461	William Iron Arm	Q113946	Miruel of Hauteville	Q205096	Muriella de Normandie	Q13589690		real	real		
DEDUPE	father	Q116463	Drogo of Hauteville	Q116459	Tancred of Hauteville	Q205221	Tancredi d'Altavilla	Q26731		real	real		
DEDUPE	mother	Q116463	Drogo of Hauteville	Q113946	Miruel of Hauteville	Q205096	Muriella de Normandie	Q13589690		real	real		
DEDUPE	father	Q116473	William of the Principate	Q116459	Tancred of Hauteville	Q205221	Tancredi d'Altavilla	Q26731		real	real		
DEDUPE	mother	Q116473	William of the Principate	Q113948	Fressenda of Hauteville	Q205224	Person Q205224	Q13563381		real	real		
DEDUPE	father	Q116555	Sophie, Countess of Bar	Q113978	Frederick II, Duke of Upper Lorraine	Q206520	Friedrich II. Herzog von Oberlothringen	Q700599		real	real		
DEDUPE	mother	Q116555	Sophie, Countess of Bar	Q114253	Matilda of Swabia	Q205628	Матильда Швабская	Q470283		real	real	Q114135,Q114251	
DEDUPE	mother	Q116573	Reginar III, Count of Hainaut	Q120079	Adelaide de Bourgogne	Q207397	Adelheid II van Boergondie	Q76102465		real	real		Q116313
DEDUPE	mother	Q116587	Arnulf II, count of Flanders	Q116745	Matilda of Saxony	Q206631	Mathilde van Saksen, gravin van Vlaanderen	Q3299000		real	real		Q114103
DEDUPE	mother	Q116589	Baldwin IV	Q113990	Rozala of Italy	Q205068	Suzanna van Italie	Q466257		real	real	Q114020	Q112490,Q116587
DEDUPE	father	Q116751	Adela of Hamaland	Q116747	Wickman, Count of Hamaland	Q206715	Wichmann IV (V) van Hamaland, graaf van Gent en Hamaland	Q2473377		real	real		
DEDUPE	mother	Q116751	Adela of Hamaland	Q114105	Liutgarde of Flanders	Q206142	de Flandre	Q2805066		real	real	Q114101	
DEDUPE	father	Q116765	Ardolf I of Guînes	Q116763	Siegfried I of Guînes	Q205199	Sigfried le Danois	Q2283178		real	real		
DEDUPE	mother	Q116765	Ardolf I of Guînes	Q114109	Elstrude de Flandre	Q205116	Elstrude, gravin van Vlaanderen	Q75558721		real	real	Q114101	
DEDUPE	mother	Q116805	Stephen	Q116801	Gersende of Maine	Q206652	Gersende du Maine	Q7365775		real	real		Q114141
DEDUPE	mother	Q116879	Judith of Flanders, Countess of Northumbria	Q114201	Eleanor of Normandy	Q206121	Eleonora van Normandie	Q3173713		real	real	Q113932,Q114199	Q116589
DEDUPE	mother	Q116891	William IV of Burgundy	Q116887	Beatrice of Lorraine	Q206650	Beatrice of Lorraine	Q22328248	Q22328248	real	real		Q114211
DEDUPE	mother	Q116893	Marguerite de Bourgogne	Q116887	Beatrice of Lorraine	Q206650	Beatrice of Lorraine	Q22328248	Q22328248	real	real		Q114211
DEDUPE	father	Q116903	Baldwin VII, Count of Flanders	Q116899	Robert II	Q205344	Robrecht II	Q333306		real	real	Q116613,Q120460	Q114215
DEDUPE	father	Q117025	Gertrude of Brunswick	Q114273	Egbert I, Margrave of Meissen	Q206938	Eckbert I, margrave of Meissen	Q62523		real	real	Q112636	
DEDUPE	mother	Q117025	Gertrude of Brunswick	Q117023	Immilla of Turin	Q206768	Person Q206768	Q16985749		real	real		
DEDUPE	mother	Q117193	Judith of Bavaria, Duchess of Swabia	Q121396	Wulfhilde of Saxony	Q206096	Ulfhild	Q2798291		real	real		Q120830
DEDUPE	mother	Q117327	Sybilla of Normandy	Q119555	Sybilla Corbet	Q205661	? Concubine #4 of Henry I	Q2001541		real	real		Q115966
DEDUPE	mother	Q117331	Reginald de Dunstanville, 1st Earl of Cornwall	Q119555	Sybilla Corbet	Q205294	Sibile Korbet is Alkesterio Lady	Q2001541		real	real		Q115966
DEDUPE	mother	Q117335	Robert, 1st Earl of Gloucester	Q119555	Sybilla Corbet	Q206950	Unknown Woman de Caen Concubine #1 of Henry I of England	Q2001541		real	real		Q115966
DEDUPE	mother	Q117337	Fulk FitzRoy	Q119553	Ansfride (?)	Q205487	Ansfride Widow of Anskill	Q75384474		real	real		Q115966
DEDUPE	father	Q117646	Albert III of Namur	Q120099	Albert II of Namur	Q205615	Albert II  comte de Namur	Q262528		real	real		
DEDUPE	mother	Q117646	Albert III of Namur	Q120522	Regelindis of Lower-Lorraine	Q205616	Regilinde de Namur	Q2288787		real	real		
DEDUPE	father	Q118220	Foy	Q115706	Hugh of Rouergue	Q205229	Hugues, comte de Rouergue	Q2506456		real	real		
DEDUPE	father	Q118394	Constans	Q61367	Constantine the Great	Q62555	Constantine the Great		Q8413	real	real	Q61565,Q61664	Q61334
DEDUPE	mother	Q118474	Gratian	Q123624	Marina Severa	Q166660	Marina Severa	Q1233341		real	real		Q73089
DEDUPE	father	Q118743	William V, Duke of Aquitaine	Q110982	William IV, Duke of Aquitaine	Q205619	Guillaume V d'Aquitaine Fierbrace	Q708547		real	real		Q110984
DEDUPE	father	Q118858	Nyi Ageng Ngerang III	Q118854	Sunan Kalijaga	Q162170	Person Q162170	Q4201251		real	real		
DEDUPE	mother	Q118938	Carloman of Bavaria	Q115754	Hemma	Q205527	Emma von Altdorf	Q235668		real	real		Q115520
DEDUPE	mother	Q118944	Charles the Fat	Q115754	Hemma	Q205527	Emma von Altdorf	Q235668		real	real		Q115520
DEDUPE	father	Q119089	Lambert, Margrave of Tuscany	Q124159	Adalbert II, Margrave of Tuscany	Q206795	Adalberto II "il Ricco" marchese di Toscana	Q347496		real	real	Q139459	
DEDUPE	mother	Q119089	Lambert, Margrave of Tuscany	Q119081	Bertha of Lotharingia	Q206068	Bertha, margravine de Toscane	Q747591		real	real	Q115736	
DEDUPE	father	Q119996	Hugh II, Count of Maine	Q116231	Hugh I, Count of Maine	Q208594	David or Hugues du Maine I	Q2033094		real	real		
DEDUPE	father	Q120042	Louis the Child	Q120038	Arnulf of Carinthia	Q208193	Arnulf Arnoul ( Batard ) von Karnten	Q154936		real	real	Q118938	
DEDUPE	mother	Q120042	Louis the Child	Q124165	Ota	Q205695	Oda	Q265436		real	real		
DEDUPE	father	Q120052	Gerberga of Lorraine	Q116287	Godfrey, Count Palatine of Lotharingia	Q206379	Person Q206379	Q835242		real	real		
DEDUPE	mother	Q120052	Gerberga of Lorraine	Q118910	Ermentrud des Francs	Q205368	Billung Im Padergau	Q76300819		real	real	Q115496	
DEDUPE	father	Q120105	Cunigunde of Swabia	Q124044	Berchthold I of Swabia	Q205611	Berthold I, pfalzgraf in Schwaben	Q12273182		real	real		
DEDUPE	mother	Q120105	Cunigunde of Swabia	Q118950	Gisela	Q206757	Gisela of Alsace	Q24039064		real	real	Q115520	
DEDUPE	mother	Q120287	Richard of Salerno	Q120285	Maria di Sorrento	Q206929	Maria di Sorrento	Q21197903		real	real		Q116473
DEDUPE	father	Q120402	Boniface III, Margrave of Tuscany	Q125945	Tedald of Canossa	Q205329	Tedaldo di Canossa margrave of Brescia, Modena, Ferrara, Reggio & Mantua	Q2055129		real	real		
DEDUPE	mother	Q120402	Boniface III, Margrave of Tuscany	Q124149	Willa of Tuscany	Q207812	Willa III Hucpoldinga	Q60040644		real	real		
DEDUPE	mother	Q120406	Matilda of Tuscany	Q116559	Beatrice of Lorraine	Q206722	Beatrice di Lotaringia	Q266635		real	real		Q120402,Q120404
DEDUPE	father	Q120508	Anscar of Ivrea	Q126091	Amédée d'Oscheret	Q205189	Amedeo, conte di Langres	Q2844720		real	real		
DEDUPE	father	Q120830	Henry IX, Duke of Bavaria	Q120824	Welf I, Duke of Bavaria	Q205100	Guelfo IV, duca di Baviera	Q550343		real	real	Q122321	Q116879
DEDUPE	father	Q120834	Skuli Tostisson Kongsfostre	Q120822	Tostig Godwinson	Q206027	Toste Godwinsson	Q345420		real	real		Q116879
DEDUPE	father	Q120926	Joscelin I, Count of Edessa	Q116945	Joscelin de Courtenay	Q205121	Joscelin I, seigneur de Courtenay	Q2910443		real	real		
DEDUPE	mother	Q120926	Joscelin I, Count of Edessa	Q120612	Elizabeth of Montlhéry	Q206234	Elisabeth de Montlhery	Q15649012		real	real		
DEDUPE	mother	Q121197	Ida of Lorraine	Q125949	Doda	Q206767	Doda of Lorraine	Q22344311		real	real		Q120404
DEDUPE	mother	Q121398	Welf VI, Margrave of Tuscany	Q121396	Wulfhilde of Saxony	Q206096	Ulfhild	Q2798291		real	real		Q120830
DEDUPE	father	Q121509	Henry the Lion	Q121400	Henry X	Q206868	Heinrich der Stolze, Herzog von Bayern	Q366696		real	real	Q120830	
DEDUPE	mother	Q121509	Henry the Lion	Q117221	Gertrude of Süpplingenburg	Q205296	Gertrud of Supplingenburg, Duchess of Bavaria	Q62054		real	real	Q121507	
DEDUPE	father	Q121586	Manfred II of Saluzzo	Q126807	Manfred I, Marquess of Saluzzo	Q205436	Manfredo I del Vasto marchese di Saluzzo	Q368445		real	real		
DEDUPE	father	Q121971	Adelaide of Mochental	Q117455	Diepold II, Margrave of Vohburg	Q205785	Diepold II von Vohburg Graf im bayerischen Nordgau	Q61812302		real	real		
DEDUPE	mother	Q121971	Adelaide of Mochental	Q117457	Liutgard von Zähringen	Q206578	Luitgard von Karnten	Q1866153		real	real		
DEDUPE	father	Q122303	Thierry of Lorraine, Count of Flanders	Q117600	Theodoric II	Q205966	Diederik II, hertog van Lotharingen	Q700593		real	real		
DEDUPE	mother	Q122303	Thierry of Lorraine, Count of Flanders	Q120462	Gertrude of Flanders	Q207467	Gertrudis, gravin van Leuven	Q3104402		real	real	Q116613,Q120460	
DEDUPE	father	Q123355	Guaimar III of Salerno	Q143444	John II of Salerno	Q205389	Giovanni II "Maledictus" principe di Salerno	Q2518611		real	real		
DEDUPE	father	Q123357	Gaitelgrima di Benevento	Q143446	Pandulf II of Benevento	Q205110	Pandolfo II-III "il Vecchio" principe di Benevento e Capua	Q2986986		real	real		
DEDUPE	father	Q123379	Ingegerd Knutsdotter of Denmark	Q123257	Canute IV of Denmark	Q206831	Knut IV Svendsen  kung av Danmark	Q212284		real	real		Q118212
DEDUPE	father	Q123556	Constantina	Q61367	Constantine the Great	Q62555	Constantine the Great		Q8413	real	real	Q61565,Q61664	Q61334
DEDUPE	father	Q123558	Helena	Q61367	Constantine the Great	Q62555	Constantine the Great		Q8413	real	real	Q61565,Q61664	Q61334
DEDUPE	father	Q123560	Constantius II	Q61367	Constantine the Great	Q62555	Constantine the Great		Q8413	real	real	Q61565,Q61664	Q61334
DEDUPE	father	Q123562	Constantine II	Q61367	Constantine the Great	Q62555	Constantine the Great		Q8413	real	real	Q61565,Q61664	Q61334
DEDUPE	father	Q123564	Crispus	Q61367	Constantine the Great	Q62555	Constantine the Great		Q8413	real	real	Q61565,Q61664	Q61334
DEDUPE	mother	Q123632	Constantia	Q61041	Fausta	Q136835	Faustina		Q63533	real	real		Q123560
DEDUPE	father	Q124163	Vertha of Provence	Q119085	Hugh of Italy	Q206702	Hugues I d'Arles, King of Italy, Regent of Lower Burgundy	Q378763		real	real		
DEDUPE	father	Q125138	João Afonso Telo de Meneses	Q106710	Alfonso Tellez I de Meneses	Q118363	Alfonso Téllez I de Meneses		Q521492	real	real		Q119720
DEDUPE	father	Q125140	Afonso Telo de Meneses	Q106710	Alfonso Tellez I de Meneses	Q118363	Alfonso Téllez I de Meneses		Q521492	real	real		Q119720
DEDUPE	father	Q126047	Adelaide of Leuven	Q120862	Henry III, Count of Louvain	Q206526	Hendrik III van Leuven en Brussel	Q967088		real	real		
DEDUPE	mother	Q126047	Adelaide of Leuven	Q120462	Gertrude of Flanders	Q207467	Gertrudis, gravin van Leuven	Q3104402		real	real	Q116613,Q120460	
DEDUPE	father	Q126305	Obizzo I d’Este	Q120728	Fulco I, Margrave of Milan	Q206648	/Fulco I of /Este-Milan/fulk/	Q530743		real	real		
DEDUPE	mother	Q126305	Obizzo I d’Este	Q126303	NN	Q205936	N.N.	Q116007140		real	real		
DEDUPE	father	Q129365	Basemath	Q86331	Elon  the Hittite	Q129307	Ishmael		Q183403	real	real		
DEDUPE	father	Q135223	Alexander the Great	Q135177	Philip II of Macedon	Q165964	II	Q130650		real	real		Q135218
DEDUPE	father	Q135225	Cleopatra of Macedon	Q135177	Philip II of Macedon	Q165964	II	Q130650		real	real		Q135218
DEDUPE	father	Q135432	Leonidas I	Q135318	Anaxandridas II	Q167003	Anaxandridas II	Q349897		real	real		
DEDUPE	father	Q135732	Archidamus II	Q135575	Zeuxidamus	Q167043	Ζευξίδαμος	Q4177485		real	real		
DEDUPE	father	Q135766	Perseus of Macedon	Q135629	Philip V of Macedon	Q165331	Φίλιππος	Q237248		real	real		
DEDUPE	mother	Q135766	Perseus of Macedon	Q135765	Polycratia of Argos	Q165425	Πολυκρατία	Q7226248		real	real		
DEDUPE	father	Q136139	Harmonia	Q135908	Gelo, son of Hiero II	Q165853	Gelo II, Co-King of Syracuse XVI (until 216 BC)	Q1073680		real	real		
DEDUPE	father	Q137125	Leonidas II	Q136722	Cleonymus	Q167102	Cleonymus	Q930518		real	real		
DEDUPE	mother	Q137592	Pepin, Count of Vermandois	Q118973	Cunigunde	Q205174	Person Q205174	Q23979522		real	real		Q115552
DEDUPE	father	Q139631	Lucius Aemilius Paullus	Q70952	Lucius milius Lepidus Paullus	Q138434	Paullus Aemilius Lepidus		Q375849	real	real		
DEDUPE	mother	Q139631	Lucius Aemilius Paullus	Q70949	Cornelia Scipio	Q139597	Cornelia		Q2530944	real	real	Q72242	
DEDUPE	father	Q141312	Boniface II, Margrave of Tuscany	Q143968	Boniface I, Margrave of Tuscany	Q206987	Bonifacio I "il Bavaro" conte e duca di Lucca	Q2178216		real	real		
DEDUPE	mother	Q141768	Lucius Plautius Lamia Silvanus	Q76669	Annia	Q144370	Rupilia		Q12292675	real	real		Q76666
DEDUPE	mother	Q143493	Ramiro II of León	Q75438	Elvira Menendez	Q99895	Elvira  Menéndez	Q840414		real	real	Q75441,Q75444	Q99907
DEDUPE	father	Q143499	Sancho III of Navarre	Q100950	Garcia  Sanchez II "El Tremulo"	Q110074	García Sánchez II of Pamplona		Q358396	real	real	Q100435,Q100948	
DEDUPE	mother	Q143499	Sancho III of Navarre	Q101718	Jimena  Fernandez de Leon	Q110482	Jimena Fernández		Q3807743	real	real	Q114318	
DEDUPE	mother	Q143971	Theodora II of Tusculum	Q143970	Theodora	Q205798	Theodora	Q44978		real	real		Q143969
DEDUPE	father	Q147881	Gisulf I of Salerno	Q143964	Guaimar II of Salerno	Q206421	Guaimario II "il Gobbo" principe di Salerno	Q2705969		real	real		
DEDUPE	mother	Q147881	Gisulf I of Salerno	Q147879	Gaitelgrima of Benevento	Q206427	Gaitelgrima di Capua	Q124424132		real	real		
DEDUPE	father	Q147893	Crescentius the Elder	Q147889	Giovanni Crescenzi	Q207193	John I Crescentius	Q116474013		real	real		Q143971
DEDUPE	father	Q148329	Julia Soaemias	Q151864	Julius Avitus	Q166158	Julius Calpurnius Piso Avidius Cassius Severus (Julius Piso III)	Q1232755		real	real		
DEDUPE	mother	Q148329	Julia Soaemias	Q4680	Julia Maesa	Q166165	Julia Maesa	Q231258		real	real	Q64615	
DEDUPE	mother	Q148330	Aurelia Antonina	Q151863	Fulvia Plautilla	Q166259	Publia Fulvia Plautilla	Q238151		real	real		Q148328
DEDUPE	father	Q148331	Severus Alexander	Q144407	Elagabalus	Q166247	Marcus Julius Gessius Marcianus	Q1762		real	real		
DEDUPE	mother	Q148331	Severus Alexander	Q4681	Julia Avita Mamaea	Q166205	Julia Avita Mamaea	Q235090		real	real		
DEDUPE	father	Q151904	Valerius Adelphius Bassus	Q75582	Lucius Valerius Septimus Bassus	Q151879	Lucius Valerius Septimius Bassus		Q3655706	real	real		
DEDUPE	mother	Q151904	Valerius Adelphius Bassus	Q75585	Adelphia Probia	Q123597	Adelphia		Q12271209	real	real	Q75576,Q75579	
DEDUPE	father	Q152902	Seizapter the sixteen-gilled	Q2782	Dezotopter the eighteen-gilled	Q30614	Dezotopter			real	real		
DEDUPE	father	Q152945	Onka Onychodontidae	Q30767	Onychodontidae	Q152944	1 Onychodontidae			real	real	Q152943	
DEDUPE	father	Q152973	Adam Y Chromosomal Adam	Q1131	Homo sapiens	Q105575574	Ante Adam		Q105575574	real	real		
DEDUPE	father	Q152995	Great Descendant Great Descendant	Q86776	NN  Imaam Hasan al-Askari	Q152994	Great Descendant Borjin			real	real		
DEDUPE	father	Q153214	Adwayawarman \ Adwaya Brahman (Rakyan Maha menteri Singosari) Adwaya Brahman (Rakyan Maha menteri Singosari) Adwaya Brahman (Rakyan Maha menteri Singosari)	Q48315	NO FURTHER INFO [EM]	Q153218	Ranggawuni Singsari Placeholder surname			real	real		
DEDUPE	mother	Q153215	Puti Reno Marak \ Dara Jingga [EM] . . . . . . . Dara Jingga [EM]	Q48323		Q48331	Wife of Tribhuwanaraja [EM]			real	real		Q153219
DEDUPE	mother	Q153217	Dyah Wiyat Wijaya	Q1683	Gayatri Rajapatni	Q48279	Gayatri Rajapatni			real	real		Q1684
DEDUPE	father	Q153218	Ranggawuni Singsari Placeholder surname	Q1699	Wisnuwardana	Q48347	Wisnuwardana			real	real	Q1706,Q48403	
DEDUPE	father	Q153219	Maharaja Malayu II - Tribhuwanaraja (1286-1316) Placeholder surname Sang Sapurba	Q48375	Trailokyaraja  Raja Sriwijaya & Malayupura	Q48379				real	real		
DEDUPE	father	Q153219	Maharaja Malayu II - Tribhuwanaraja (1286-1316) Placeholder surname Sang Sapurba	Q48375	Trailokyaraja  Raja Sriwijaya & Malayupura	Q153224	Raja Langkasuka Sultan Suran Placeholder surname			real	real		
DEDUPE	father	Q153219	Maharaja Malayu II - Tribhuwanaraja (1286-1316) Placeholder surname Sang Sapurba	Q48379		Q153224	Raja Langkasuka Sultan Suran Placeholder surname			real	real		
DEDUPE	mother	Q153219	Maharaja Malayu II - Tribhuwanaraja (1286-1316) Placeholder surname Sang Sapurba	Q48371	Istri Trailokyaraja	Q48383	Puteri Mahtabul Bahri  Raja Aftabul Ardl			real	real		
DEDUPE	father	Q153226	Maharaja Sriwijaya Sanggarama Placeholder surname	Q48468	Sri Maharaja Indrawarman (455-515M)	Q153231	Cicit Maharaja Sriwijaya XV - Sangrama-Vijayottunggawarman Placeholder surname			real	real		Q48464
DEDUPE	father	Q153249	Resi Getayu, Purwotjarito III Placeholder surname	Q1745	Prabhu Djoyolengkoro, Purwotjarito II	Q48650	Prabhu Djoyolengkoro, Purwotjarito II			real	real		
DEDUPE	father	Q153261	Ratu Galuh XVII - Dewi Sumbrada (1027-1065) Placeholder surname	Q48770	Sri Mara-Wijayottunggawarman	Q153269	Maharaja Sriwijaya XIV - Sri Mara-Wijayottunggawarman (10081017) Placeholder surname			real	real		
DEDUPE	father	Q153264	[45] Putri Sriwijaya 1 bint Fulan	Q48770	Sri Mara-Wijayottunggawarman	Q153269	Maharaja Sriwijaya XIV - Sri Mara-Wijayottunggawarman (10081017) Placeholder surname			real	real		
DEDUPE	father	Q153342	Abhimanyu	Q1888	Arjuna	Q49428	Arjuna	Q185790		real	real	Q1906,Q153368	
DEDUPE	mother	Q153342	Abhimanyu	Q49424	Subhadra	Q153353	Subhadra Placeholder surname			real	real	Q1877,Q49484	
DEDUPE	father	Q153354	Mahamaya Gautama	Q1908	Anjana	Q49492	Anjana			real	real		
DEDUPE	father	Q153355	Suddhodana Gautama	Q1911	Sihahanu King of Shakya	Q49500	Sihahanu			real	real		
DEDUPE	mother	Q153355	Suddhodana Gautama	Q1910	Kacchana Of Devadaha	Q49496	Kacchana			real	real		
DEDUPE	father	Q153356	Amita	Q1911	Sihahanu King of Shakya	Q49500	Sihahanu			real	real		
DEDUPE	mother	Q153356	Amita	Q1910	Kacchana Of Devadaha	Q49496	Kacchana			real	real		
DEDUPE	mother	Q153359	Shurasena Arjuna	Q49508	Wife	Q160445	Wife			real	real		Q153373
DEDUPE	father	Q153368	PANDU	Q49541	Ved Vyas	Q153382	VICHITRAVIRYA (Krishnadwapayana)			real	real		Q49537
DEDUPE	mother	Q153373	Kartavirya ARJUNA (Yadavas)	Q49566	Wife	Q160474	Wife			real	real		Q153384
DEDUPE	mother	Q153384	Krtavirya Dhanaka	Q49614	Wife	Q160500	Wife			real	real		Q153395
