qid,english_label,english_description,label_count,description_count,wikidata_qids,wikidata_count
Q12990,Amano Masakage,,3,1,Q17221995; Q17221995; Q17221995,3
Q129901,Onam,"human biblical figure in 1 Chronicles 2:26, son of Jerahmeel and Atarah, step-brother of his siblings",5,3,Q115481992,1
Q129903,Ephrath,"biblical character; wife of Caleb, mother of Hur (1 Chron. 2:19)",9,4,Q1296510,1
Q129905,Mesha,human biblical figure in 1 Chronicles 2:42,5,3,Q65129931,1
Q129907,Hur,biblical character; companion of Moses and Aaron (Exod. 17:10–12),28,10,Q492665,1
Q129909,Jair,human biblical figure,6,3,Q85853544,1
Q129911,Admin,"Other Father of Ammindab, Son of Arni, Only Mentioned in NLT version",4,2,Q114932684,1
Q129913,Tekoa,"human biblical figure in 1 Chronicles 2:24, son of Ashhur, descendant of Judah, grandson of Hezron",4,2,Q115481221,1
Q129915,Zelophehad,"male human biblical figure in Numbers 26:33, 27:1-11, son of Hepher",13,7,Q2659583,1
Q129917,Daughters of Zelophehad,five sisters mentioned in the Hebrew Bible,7,3,Q27587063,1
Q129919,Abiezer,"male biblical figure, in Joshua 17:2 &c., male descendant of Manasseh son of Joseph",6,3,Q20501924,1
Q129921,Shemida,"male biblical figure, in Joshua 17:2 &c., male descendant of Manasseh son of Joseph",6,3,Q85854716,1
Q129923,Helek,"male biblical figure, in Joshua 17:2 &c., male descendant of Manasseh son of Joseph",6,3,Q85853471,1
Q129925,Achan,biblical character (Joshua 7); executed by stoning,17,7,Q1889647,1
Q129927,Hepher,"human biblical figure in Joshua 17:3, son of Gilead, father of Zelophehad",6,3,Q85853477,1
Q129929,Asriel,"male biblical figure, in Joshua 17:2 &c., male descendant of Manasseh son of Joseph",8,3,Q28221953,1
Q12993,Tachibana no Mochimasa,,2,0,Q11544193; Q11544193; Q11544193,3
Q129931,,,1,1,Q133885934,1
Q129933,Jethro,Biblical character,48,15,Q62788,1
Q129935,Shebuel,biblical character,12,3,Q6394968,1
Q129937,Rechavia,biblical character (First Book of Chronicles),6,2,Q16595329,1
Q129939,Nahshon,"Son of Aminadab, belonging to the Tribe of Judah.",39,10,Q1784980,1
Q129941,daughter of Putiel,"female human biblical figure in Exodus 6:25, wife of Eleazar son of Aaron",4,4,Q123118736,1
Q129943,Kenaz,Caleb's younger brother and father of Othniel,4,3,Q124761249,1
Q129945,Achsah,human biblical figure,19,7,Q2829011,1
Q129947,Ajah,"male biblical figure in Genesis 36:24, son of Zibeon the Hivite",2,2,Q123189281,1
Q129949,Lotan son of Seir,biblical character (Genesis 36),7,5,Q6684617,1
Q129951,Dishon,son of Seir the Horite,4,3,Q124820244,1
Q129953,Shobal,son of Seir the Horite,4,4,Q125423902,1
Q129955,Eser,personality quoted in the Bible,4,4,Q10274802,1
Q129957,Zephaniah,"human biblical figure in 1 Chronicles 6:36, father of Azariah, son of Tahath",5,3,Q115091088,1
Q129959,Cainan,Biblical figure omitted from the Masoretic genealogies,19,6,Q4208533,1
Q12996,Kagemasa Kato,,6,2,Q11399278; Q11399278; Q11399278,3
Q129961,Methuselah,"oldest person in the Bible, Biblical Patriarch",71,21,Q156290,1
Q129965,Lamech,"Biblical figure, descendant of Cain (Genesis 4)",56,17,Q155852,1
Q129967,Zillah,Biblical figure (Genesis 4),20,8,Q203082,1
Q129969,Tubal-cain,Biblical figure (Genesis 4),38,16,Q1356181,1
Q12997,Katou Kagekado,,5,1,Q11399277; Q11399277; Q11399277,3
Q129971,Jabal,Biblical figure (Genesis 4),33,10,Q1676803,1
Q129973,Jubal,Biblical figure (Genesis 4),34,14,Q1432204,1
Q129975,Bedwig,mythical ancestor of anglo-saxon kings,7,5,Q75382544,1
Q129977,Uranus,"primordial Greek deity, god of the Sky",101,31,Q79999,1
Q129979,Gaia,"Greek primordial deity, the personification of the Earth",94,30,Q93172,1
Q129981,Paul Bildt,German actor (1885-1957),30,29,Q96761,1
Q129983,Cronus,ruler of the Titans in Greek mythology,96,37,Q44204,1
Q129985,Iapetos,Titan in Greek mythology,74,14,Q179543,1
Q129987,Hyperion,Titan in Greek mythology,76,26,Q179209,1
Q129989,Themis,"in ancient Greek mythology, a titaness, the personification of divine order, fairness, law, natural law, and custom, whose symbols are the scales of justice",86,26,Q159168,1
Q129991,Theia,female Titan in Greek mythology,76,21,Q184232,1
Q129993,Pompholyge,Mother in Greek mythology,2,2,Q105226882,1
Q129995,Klymene,Oceanid in Greek mythology,39,12,Q836792,1
Q129997,Nemesis,goddess of Greek mythology,70,24,Q185747,1
Q129999,Calypso,Oceanid of Greek mythology,66,21,Q48961,1
Q13000,Suzuki Motoyuki,,5,1,Q20040850; Q20040850; Q20040850,3
Q130001,Georg Friedrich of Hohenlohe-Neuenstein-Weikersheim,"Czech nobleman, Count of Hohenlohe-Neuenstein-Weikersdorf, Bohemian nobleman, officer and occasional poet",23,9,Q96124,1
Q130003,Europa,daughter of Okeanos and Tethys in Greek mythology,10,4,Q11921267,1
Q130005,Amphitrite,Oceanid or Nereid of Greek mythology,72,21,Q180222,1
Q130007,Metis,Oceanid of Greek mythology,68,22,Q190565,1
Q130009,Tyche,Greek goddess of fortune,60,18,Q213440,1
Q13001,Tachibana no Hirokata,,2,1,Q20041240; Q20041240; Q20041240,3
Q130011,Philyra,Oceanid of Greek mythology,45,8,Q398524,1
Q130013,Aethra,Oceanid of Greek mythology,29,10,Q410531,1
Q130015,Pleione,Oceanid of Greek mythology,54,15,Q463865,1
Q130017,Styx,Greek divinity of the river Styx,69,19,Q542758,1
Q130019,Asia,Oceanid of Greek mythology,40,15,Q605744,1
Q130021,Chryseis,Oceanid of Greek mythology,9,5,Q57424690,1
Q130023,Peitho,"Oceanid of Greek mythology, personification of Persuasion",40,11,Q611171,1
Q130025,Rhodos,Oceanid of Greek mythology,39,10,Q641286,1
Q130027,Plouto,Oceanid of Greek mythology,24,7,Q662968,1
Q130029,Doris,Oceanid of Greek mythology,54,17,Q726279,1
Q130031,Clytie,Oceanid of Greek mythology,37,11,Q866674,1
Q130033,Callirhoe,Oceanid of Greek mythology,40,14,Q913161,1
Q130035,Enipeus,Greek river god,25,6,Q949290,1
Q130037,Lysithea,Oceanid of Greek mythology,26,10,Q1244430,1
Q130039,Telesto,Oceanid of Greek mythology,26,7,Q1267349,1
Q130041,Eidyia,"Oceanid of Greek mythology, spouse of Aeetes",26,6,Q2293877,1
Q130043,Periboea,Oceanid of Greek mythology,9,5,Q3411899,1
Q130045,Acaste,Oceanid of Greek mythology,17,6,Q4668463,1
Q130047,Bolbe,Oceanid of Greek mythology,20,8,Q4810860,1
Q130049,Ceto,Oceanid of Greek mythology,14,8,Q5065673,1
Q130051,Zeuxo,Oceanid of Greek mythology,21,8,Q197039,1
Q130053,Admete,Oceanid of Greek mythology,18,9,Q4679171,1
Q130055,Eurynome,Oceanid of Greek mythology,41,17,Q548099,1
Q130057,Adrasteia,Greek nymph,24,15,Q4057954,1
Q130059,Achelous,river god in Greek mythology,46,17,Q391379,1
Q130061,Nilus,"god of the Nile river in Greek mythology, son of Oceanus and Tethys",32,16,Q685243,1
Q130063,Inachus,river deity and king of the Argolid,44,13,Q735623,1
Q130065,Alpheus,river and river god in Greek mythology,40,12,Q911084,1
Q130067,Scamander,water deity,42,12,Q1134694,1
Q130069,Sangarius,"Phrygian river-god of Greek mythology, son of Oceanus and Tethys",17,9,Q1158902,1
Q130071,Peneus,Thessalian river god,36,12,Q1364612,1
Q130073,Cebren,water deity,24,8,Q1417280,1
Q130075,Meander,Greek god of the Meander river in Caria,16,8,Q1787973,1
Q130077,Simoeis,"god of the Simoeis river, Troad",25,10,Q2479077,1
Q130079,Spercheus,river deity,18,6,Q2890661,1
Q130081,Strymon,river god of Greek antiquity,23,10,Q3625559,1
Q130083,Asterion,river-god of Argos,16,10,Q4810678,1
Q130085,Axius,Greek river-god,13,6,Q4830640,1
Q130087,Ladon,river god of southern Greece,16,8,Q3825406,1
Q130089,Merope,Oceanid of Greek mythology,10,8,Q427122,1
Q130091,Dione,"Greek goddess, mother of Aphrodite",63,16,Q199923,1
Q130093,Capheira,Oceanid of Greek mythology,14,6,Q2937275,1
Q130095,Ianthe,"one of the Oceanids, daughter of Oceanus and Tethys",10,5,Q106620096,1
Q130097,Electra,one of the Oceanids; daughter of Oceanus and Tethys,33,15,Q1438693,1
Q130099,Argeia,Oceanid of Greek mythology,11,7,Q644354,1
Q130101,Crinisus,river god,16,6,Q631865,1
Q130103,Eridanos,river mentioned in Greek mythology,35,14,Q1135146,1
Q130105,Asopus,river god of Greek mythology,47,12,Q622781,1
Q130107,Aeas,river god in Greek mythology,11,4,Q5195604,1
Q130109,Ardescus,,12,5,Q8203830,1
Q130111,Aegaeus,river god in Greek mythology,11,6,Q12647129,1
Q130113,Aesar,,10,4,Q12647143,1
Q130115,Aesepus,river god in Greek mythology,10,6,Q21548009,1
Q130117,Evenus,king in Greek mythology,23,10,Q1372323,1
Q130119,Istrus,god and personification of river Ister,8,3,Q12872570,1
Q130121,Asterope,,11,6,Q28563696,1
Q130123,Caicus,personification and god of the same name river (today Bakırçay) in ancient Mysia,8,4,Q1737602,1
Q130125,Daeira,"Oceanid, mother of Eleusis by Hermes",18,6,Q4154083,1
Q130127,Caanthus,character from Greek mythology,17,6,Q2305446,1
Q130129,Zeuxippe,Ocean's daughter in Greek mythology,10,6,Q46132004,1
Q130131,Creusa,"naiad, mother of Hypseus",15,9,Q1232622,1
Q130133,Termessus,Greek river deity of the Termessos stream in Boeotia,12,4,Q12760031,1
Q130135,Symaithos,,8,3,Q29463635,1
Q130137,Phyllis,"river-god in Greek mythology, of a river of Bithynia",7,5,Q7188515,1
Q130139,Kydnos,river and personificated god of the river in ancient cilicia,15,6,Q1768771,1
Q130141,Cladeus,river god at Olympia,9,6,Q1744187,1
Q130143,Chremetes,,10,3,Q10451485,1
Q130145,Clitumnus,Roman river deity,14,5,Q782481,1
Q130147,Cephissus,river god in Boeotia,28,11,Q1478704; Q4219870; Q51000323,3
Q130149,Caystrus,river god of Asia Minor,15,5,Q2943528,1
Q130151,Ismenus,river god of ancient Greece,15,10,Q51078734,1
Q130153,Hermus,mythical character,15,7,Q1035630,1
Q130155,Hydaspes,Greek mythological god of an Indian river with a swift stream,17,7,Q10527935,1
Q130157,Hebrus,Greek river god,14,7,Q12347561,1
Q130159,Haliacmon,river god of ancient Greece,12,6,Q3611634,1
Q130161,Granicus,Greek river god,14,4,Q8213847,1
Q130163,Borysthenes,ancient Greek river and river god,22,6,Q3493453,1
Q130165,Baphyras,Greek river god,10,5,Q12649956,1
Q130167,Brychon,river god of ancient Greek mythology,10,5,Q12651378,1
Q130169,Elisson,river god of ancient Greece,7,4,Q12654001,1
Q130171,Erasinos,Greek mythologcal character,13,7,Q12654068,1
Q130173,Ascanius,Greek river god,11,5,Q12649338,1
Q130175,Apidanus,,9,4,Q8202607,1
Q130177,Anaurus,,10,4,Q12648311,1
Q130179,Anigrus,river god of ancient Greece,11,5,Q12648474,1
Q13018,Taira no Nagahira,,3,0,Q11483154; Q11483154; Q11483154,3
Q130181,Anapos,water deity,14,7,Q486110,1
Q130183,Amnisus,"river god of the Amnisos river, Crete",13,6,Q12648275,1
Q130185,Nephele,"cloud goddess, wife of Athamas and mother of Phrixus and Helle",50,12,Q624551,1
Q130187,Chariclo,Chiron’s wife,24,9,Q912408,1
Q130189,Orseis,water deity,23,9,Q979627,1
Q130191,Chrysas,,7,5,Q1088464,1
Q130193,Pamisus,river god of Messenia,6,5,Q2048662,1
Q130195,Meliboea,deity from Greek mythology (Oceanid),14,8,Q2602177,1
Q130197,Passalus,son of Oceanus in Greek mythology,7,5,Q3635513,1
Q130199,Acheron,"god of river of underworld, Greek mythology",22,12,Q12626619,1
Q130201,Oceanids,mythical offspring of Ocean,7,7,Q20575671,1
Q130203,Klytia,Oceanid in Greek mythology,7,6,Q21051010,1
Q130205,Acmon,"mythological Greek character, Cercope",8,8,Q33191300,1
Q130207,Phasis,,14,7,Q3739958,1
Q130209,Ocyrhoe,"Oceanid, Phasis’ mother",10,5,Q6048797,1
Q130211,Leuce,Greek nymph,23,7,Q582643,1
Q130213,Neda,nymph in Greek mythology,13,5,Q1984901,1
Q130215,Triptolemus,mythical promulgator of agriculture at Eleusis,38,11,Q269243,1
Q130217,Almo,Ancient Roman river god,19,6,Q4733856,1
Q130219,Galaxaura,Oceanid in Greek mythology,14,5,Q3567491,1
Q130221,Hippo,Oceanid,11,6,Q2171892,1
Q130223,Asterodeia,"nymph, mother of Apsyrtus with Aeetes",11,7,Q748574,1
Q130225,Beroe,Nereid or Oceanid of Greek mythology,13,6,Q826973,1
Q130227,Bromie,,9,4,Q3645274,1
Q130229,Coryphe,Oceanid in Greek mythology,10,4,Q58818193,1
Q130231,Dmia,daughter of Oceanus in Greek mythology,9,7,Q9207922,1
Q130233,Dodone,Greek nymph,5,3,Q60180178,1
Q130235,Idothea,,6,2,Q16331050,1
Q130237,Ephyra,Nereid of Greek mythology,12,8,Q12751671,1
Q130239,Evagore,daughter of Oceanus in Greek mythology,9,4,Q12751390,1
Q130241,Eudore,Oceanid in Greek mythology,7,4,Q60691484,1
Q130243,Evenus,"ancient Greek character, son of Okeanos and Tethys",8,4,Q60695348,1
Q130245,Euphrates,river god of the Euphrates river,5,3,Q60950192,1
Q130247,Ganges,,6,4,Q61670746,1
Q130249,Pactolus,river deity,6,4,Q63242595,1
Q130251,Okeanid,nymph presiding over oceans and seas,75,19,Q182406,1
Q130253,Cerceis,One of the Oceanids,6,3,Q12879053,1
Q130255,Amphiro,One of the Oceanids,11,5,Q2197827,1
Q130256,Plexaure,one of the Oceanids,5,3,Q105348967,1
Q130258,Thrace,daughter of Oceanus in Greek mythology,11,6,Q7797097,1
Q130260,Pasithoe,One of the Oceanids,8,4,Q2859285,1
Q130262,Thoe,One of the Oceanids,8,5,Q2163700,1
Q130264,Ianire,One of the Oceanids,5,2,Q106076553,1
Q130266,Argie,One of the Oceanids,5,2,Q106076725,1
Q130268,Xanthe,One of the Oceanids,10,4,Q2597703,1
Q130270,Menestho,One of the Oceanids,5,2,Q106079915,1
Q130272,Melobosis,One of the Oceanids,5,3,Q106079953,1
Q130274,Leucippe the Oceanid,playmate of Kore in Greek mythology,4,2,Q106634143,1
Q130276,Astydameia,daughter of Oceanus,5,3,Q118471372,1
Q130278,Polydora,Oceanid in Greek mythology,4,3,Q28112243,1
Q130280,Phaeno,Oceanid in Greek mythology,4,3,Q2495582,1
Q130282,Nereus,sea god of Greek mythology,62,20,Q189527,1
Q130284,Potamoi,river-gods in Greek mythology,31,13,Q3027575,1
Q130286,Camarina,,8,3,Q12752525,1
Q130288,Kleio,one of the Oceanidae or ocean nymphs,2,2,Q126670238,1
Q130290,Kretheis,nymph (Nymphe),2,2,Q126709504,1
Q130292,Kytheros,river god (Potamos),2,2,Q126709553,1
Q130294,Pleistos,river god (Potamos),2,2,Q126711878,1
Q130296,Ilissos,river god (Potamos),2,2,Q126912661,1
Q130298,Cessair,,17,144,Q1057039,1
Q130300,Uz,minor Biblical figure and ascribed ancestor to various communities (Genesis 10),15,7,Q2558734,1
Q130302,Hul,human biblical figure,13,5,Q2898616,1
Q130304,Gether,"Biblical character, son of Aram",14,5,Q2910407,1
Q130306,Mash,"biblical figure, son of Aram (Genesis 10)",12,7,Q13418757,1
Q130308,Riphath,Person from the Bible,28,10,Q2918052,1
Q130310,Togarmah,son of Gomer,31,8,Q1068499,1
Q130312,Ashkenaz,Biblical descendent of Noah and father of the German peoples (Genesis 10),28,9,Q722770,1
Q130314,Elishah,,20,7,Q1330627,1
Q130316,Tarshish,son of Javan,4,4,Q125487467,1
Q130318,Kittim,Biblical group (Genesis 10),21,6,Q1743921,1
Q130320,Dodanim,"people mentioned in the bible (""-im"" is a plural suffix in Hebrew)",19,4,Q1518112,1
Q130322,unknown,entity whose identity is not known,64,25,Q24238356,1
Q130324,Maaz,"human biblical figure in 1 Chronicles 2:27, son of Ram which was the son of Jerahmeel",4,2,Q115482106,1
Q130326,Jamin,"human biblical figure in 1 Chronicles 2:27, son of Ram which was the son of Jerahmeel",4,2,Q115482179,1
Q130328,Eker,Son of Ram which was the son of Jerahmeel,4,2,Q115482260,1
Q130330,Shammai,"human biblical figure in 1 Chronicles 2:28, son of Onam which was the son of Jerahmeel and Atarah",5,3,Q115482364,1
Q130332,Jada,"human biblical figure in 1 Chronicles 2:28, biblical figure",5,3,Q6121173,1
Q130334,Ziph,Son of Mesha the son of Caleb the son of Hezron the grandson of Judah.,3,2,Q117212391,1
Q130336,Uri,biblical character; son of Hur and the father of Bezalel,10,5,Q66919839,1
Q130338,Milcah,"biblical character, daughter of Zelophehad (Book of Numbers)",7,2,Q4293448,1
Q130340,Mahlah,"biblical character, daughter of Zelophehad (Book of Numbers)",8,4,Q4285720,1
Q130342,Hoglah,"biblical character, daughter of Zelophehad",8,3,Q4498664,1
Q130344,Tirzah,"biblical character, daughter of Zelophehad (Book of Numbers)",13,3,Q27587242,1
Q130346,Noa,"biblical character, daughter of Zelophehad (Book of Numbers)",6,2,Q27587326,1
Q130348,Shechem,"male biblical figure, in Joshua 17:2 &c., male descendant of Manasseh son of Joseph",6,3,Q85854727,1
Q130350,Zimmah,"human biblical figure in 1 Chronicles 6:20, son of Jahath and father of Joah, of the family of the Gershonites",5,3,Q117054240,1
Q130352,Hobab,Biblical figure,8,5,Q14925385,1
Q130354,Salmon,"biblical figure; member of the tribe of Judah, the son of Nahshon, husband of Rahab, father of Boaz, great-great-grandfather of David",34,13,Q1771358,1
Q130356,Elimelech,human biblical character (Ruth),24,10,Q363660,1
Q130358,Putiel,"male human biblical figure in Exodus 6:25, father of the wife of Eleazar son of Aaron",6,5,Q117865594,1
Q13036,Fujiwara no Tomoie,Japanese poet,10,26,Q3090672; Q3090672; Q3090672,3
Q130360,Abishua,High Priest of Israel who succeeded his father Phinehas,17,3,Q2338482,1
Q130362,Othniel,first Judge of Israel,33,9,Q536485,1
Q130364,Hemam,biblical character (Genesis 36),5,3,Q106084820,1
Q130366,Eshban,son of Dishon the Horite,4,3,Q125038626,1
Q130368,Ithran,son of Dishon the Horite,4,3,Q125263780,1
Q130370,Ebal,son of Shobal the Horite,4,3,Q125045346,1
Q130372,Manahath,son of Shobal and grandson of Seir the Horite,2,2,Q125315789,1
Q130374,Alvan,descendant of Seir the Horite,5,4,Q124552466,1
Q130376,Zaavan,son of Eser and grandson of Seir the Horite,3,3,Q125498533,1
Q130378,Azariah,"human biblical figure in 1 Chronicles 6:36, father of Joel, son of Zephaniah",5,3,Q115091034,1
Q130384,Methusael,Biblical figure (Genesis 4),28,10,Q10329289,1
Q130386,Adah,"female human biblical figure in Genesis 4:19, wife of Lamech",24,13,Q1809123,1
Q130388,Hwala,mythical ancestor of anglo-saxon kings,6,4,Q75382543,1
Q130390,Chaos,Greek primordial deity,75,23,Q131090,1
Q130392,Aether,"primordial Greek deity, personification of the upper air",74,18,Q189175,1
Q130394,Ophion,Primordial Greek creator deity,45,9,Q1053307,1
Q130396,Hemera,ancient Greek goddess of the day,67,15,Q192107,1
Q130398,Ourea,Greek mountain deities,32,12,Q1191947,1
Q130400,Pontus,sea god of Greek mythology,72,13,Q190563,1
Q130402,Aphrodite,"Greek goddess of love, beauty, pleasure, and procreation",123,50,Q35500,1
Q130404,Brontes,"Cyclop (""thunderer"")",20,8,Q2291710,1
Q130406,Steropes,"cyclops in Greek mythology (""lightning"")",21,6,Q3553687,1
Q130408,Roman Catholic Diocese of Springfield-Cape Girardeau,"diocese of the Catholic Church in Missouri, USA",18,10,Q119608,1
Q13041,Mikawa no Naishi,,5,1,Q11371668; Q11371668; Q11371668,3
Q130411,Alcyoneus,giant in Greek mythology,35,13,Q653681,1
Q130413,Alpos,"giant in Greek mythology, son of Uranus and Gaea",16,7,Q926123,1
Q130415,Enceladus,mythological giant,48,14,Q845112,1
Q130417,Eurytos,Greek mythological giant,15,11,Q3060927,1
Q130419,Gration,Greek mythological giant,14,11,Q1543617,1
Q13042,Shichijoin-no-dainagon,,4,1,Q11353578; Q11353578; Q11353578,3
Q130421,Hippolytos,Greek mythological giant,16,12,Q1620048,1
Q130423,Mimas,giant (Greek mythology),35,14,Q1045732,1
Q130425,Pallas,"son of Uranus and Gaia, killed and flayed by Athena",27,8,Q2463695,1
Q130427,Peloreus,gigant in Greek mythology,14,11,Q3411759,1
Q130429,Polybotes,one of the Giants of Greek mythology,25,7,Q1233841,1
Q130431,Porphyrion,giant in Greek mythology,34,10,Q1421201,1
Q130433,Anax,giant in Greek mythology,17,9,Q2303713,1
Q130435,Damysos,giant in Greek mythology,17,7,Q901487,1
Q130437,Clytius,giant in Greek mythology,24,9,Q1206054,1
Q130439,Ephialtes,"Giant, son of Uranus",16,10,Q1249106,1
Q130441,Hoplodamus,giant of Greek mythology,10,8,Q3140400,1
Q130443,Melia,"nymph in Greek mythology, consort of Poseidon",19,10,Q1414119,1
Q130444,Otus,son of Gaia in Greek mythology,13,9,Q3357697,1
Q130446,Briareus,one of the Hundred-Handers,29,11,Q849647,1
Q130448,Cottus,one of the Hundred-Handers,19,7,Q3318918,1
Q13045,Warabihime,,4,0,Q11621991; Q11621991; Q11621991,3
Q130450,Gyges,"one of the Hundred-Handers, or hekatonkheires",21,7,Q1187298,1
Q130452,Coeus,Titan in Greek mythology,70,14,Q182837,1
Q130454,Kreios,Titan in Greek mythology,66,13,Q192136,1
Q130456,Phoebe,titan in Greek mythology,75,19,Q183281,1
Q130458,Alexander Mronz,German tennis player,22,26,Q91204,1
Q130460,Alecto,ancient Greek mythological punisher of moral crimes,36,10,Q1643451,1
Q130462,Megaera,one of the Erinyes or Furies,34,9,Q371545,1
Q130464,Arges,cyclops in Greek mythology,22,10,Q420269,1
Q130466,Tisiphone,ancient Greek mythological punisher of murder,36,9,Q3991817,1
Q130468,Astraios,,9,8,Q2868617,1
Q130470,Telchines,"Greek minor gods, original inhabitants of Rhodes",37,14,Q1134605,1
Q130472,Lyssa,Greek spirit of mad rage and frenzy,28,11,Q1084868,1
Q130474,Abseus,mythical giant,10,6,Q3603818,1
Q130476,Syceus,mythological giant,9,5,Q10686799,1
Q130478,Adanus,son of Uranus in Greek mythology,10,8,Q352278,1
Q130480,Aristaeus,giant in Greek mythology,12,8,Q2861418,1
Q130482,Glauce,Meliad nymph,9,7,Q1530080,1
Q130484,Aegaeon,deity or giant from Greek mythology,18,11,Q404208,1
Q130486,Aetna,"Sicilian nymph, connected to Mount Etna",25,10,Q634575,1
Q130488,Athos,mythical giant,19,10,Q3314441,1
Q130490,Basileia,"Greek divinity, daughter of Zeus",15,8,Q4078991,1
Q130492,Euonymus,son of Cephissus in Greek mythology,8,6,Q5409866,1
Q130494,Heimarmene,goddess in Greek mythology,17,7,Q781977,1
Q130496,Caligo,Roman diety,16,7,Q4286521,1
Q130498,Elias Landolt,Swiss forester (1821-1896),16,5,Q119541,1
Q130500,Eros,Greek god of love and sex,99,32,Q121973,1
Q130504,Typhon,deadly monster of Greek mythology,68,17,Q180237,1
Q130506,Phorcys,Greek sea god,60,15,Q200382,1
Q130508,Ceto,Greek sea goddess,58,16,Q209489,1
Q130510,Thaumas,sea god of Greek mythology,51,11,Q326767,1
Q130512,Eurybia,Greek sea goddess,48,12,Q506285,1
Q130514,Antaeus,giant in Greek and Berber mythology,55,13,Q272006,1
Q130516,Manes,king of Maeonia,25,11,Q2631851,1
Q130518,Pheme,"daughter of Gaea, personification of Fame",8,7,Q2144233,1
Q130520,Acmon,"Greek deity, father of Uranos",12,8,Q5081127,1
Q130522,Hyllus,"giant of Lydia in western Anatolia for whom the river Hyllos was named, son of Gaia",7,6,Q41505787,1
Q130524,Altercatio,daughter of Aether in Greek mythology,7,7,Q21548374,1
Q130526,Colophonus,giant in Greek mythology,7,5,Q58456671,1
Q130528,Corydon,giant in Greek mythology,8,7,Q58813570,1
Q130530,Damasen,Greek mythological creature,17,10,Q3012621,1
Q130532,Daphne,Greek mythological figure,60,19,Q194015,1
Q130534,Cepheus,mythical son of Pontus and Gaia,10,7,Q21768383,1
Q130536,Diophorus,,8,5,Q60173545,1
Q130538,Dolos,deity,20,8,Q1236399,1
Q130540,Dolor,"child of Gaea, personification of Pain",8,4,Q60182613,1
Q130542,Echidna,ancient Greek mythological monster,69,19,Q185670,1
Q130544,Effra,,6,4,Q60236031,1
Q130546,Emphytus,a giant in Greek mythology,11,7,Q1339235,1
Q130548,Gorgone,mythical daughter of Gaea,5,4,Q16329518,1
Q130550,Phlyus,"mythical son of Gaea, from Eleusis",4,2,Q106624735,1
Q130552,Charybdis,figure in Greek mythology transformed in a sea monster by Zeus,63,14,Q192082,1
Q130554,Tityos,Greek mythological giant,41,13,Q656887,1
Q130556,Erinyes,three mythical avenging deities,70,16,Q180262,1
Q130560,Hera,"Greek goddess, wife and sister of Zeus",109,45,Q38012,1
Q130562,Demeter,"Greek goddess of the harvest, grains, and agriculture",100,34,Q40730,1
Q130564,"{'language': 'en', 'value': 'Poseidon'}",,1,0,Q41127,1
Q130566,Hades,god of the underworld in Greek mythology,104,40,Q41410,1
Q130568,Hestia,Greek goddess,98,30,Q41419,1
Q130570,Enyalius,deity,21,7,Q1345963,1
Q130572,Ceres,Roman goddess of agriculture,78,29,Q32102,1
Q130574,Chiron,"centaur, figure from Greek mythology",69,19,Q183417,1
Q130576,Dolops,"mythological Greek character, son of Cronus",7,6,Q60181989,1
Q130578,Moirae,personifications of fate in Greek mythology,67,19,Q180287,1
Q130580,Doloncus,mythical eponym of the Dolonci in Thrace,4,1,Q122899806,1
Q130582,Atlas,deity in Greek mythology,98,28,Q130818,1
Q130584,Epimetheus,mythological figure,65,17,Q41054,1
Q130586,Prometheus,"Titan, culture hero, and trickster figure in Greek mythology",101,38,Q83160,1
Q130588,Menoetius,Titan in Greek mythology,48,10,Q8140979,1
Q130590,Hesperus,personification of the planet Venus or its manifestation in the evening,39,14,Q59697,1
Q130592,Anchiale,daughter of the Titan Iapetus,11,9,Q10856281,1
Q130594,Aethra,wife of Hyperion in Greek mythology,8,7,Q12280005,1
Q130596,Euryphaessa,mythical mother of Helios,9,6,Q61049896,1
Q130598,Helios,sun god in Greek mythology,86,32,Q134270,1
Q13060,Tomomura Yuuki,,6,4,Q56346793; Q56346793; Q56346793,3
Q130600,Eos,Greek goddess of the dawn,81,27,Q178417,1
Q130602,"{'language': 'en', 'value': 'Selene'}",,1,0,Q119922; Q131585,2
Q130604,Aurora,goddess of dawn in Roman mythology,73,26,Q178831,1
Q130606,Horae,goddesses of the seasons and the natural portions of time in Greek mythology,61,14,Q201411,1
Q130608,Hesperides,nymphs in Greek mythology,69,20,Q165938,1
Q130610,Adrasteia,mountain goddess in Greek mythology,18,10,Q16737262,1
Q130612,Eirene,ancient Greek goddess of peace,44,14,Q214987,1
Q130614,Dike,Greek goddess of law and justice,47,19,Q465875,1
Q130616,Eunomia,Greek goddess of good order,39,10,Q920416,1
Q130618,Astraea,ancient Greek religious figure,36,16,Q742680,1
Q130620,Clotho,one of the Fates of Greek mythology,36,12,Q829669,1
Q130622,Lachesis,one of the Fates of Greek Mythology,34,12,Q898947,1
Q130624,Atropos,one of the Fates of Greek Mythology,39,12,Q753294,1
Q130626,Themides,daughters of Themis in Greek mythology,10,5,Q10385917,1
Q130628,Dysis,Hora in Greek mythology,8,3,Q42325304,1
Q130630,Auxo,"one of the Graces, worshipped in Athens; and/or one of the Horae",19,12,Q789715,1
Q130632,Thallo,mythical character,23,13,Q1245211,1
Q130634,Arctus,,9,4,Q20021007,1
Q130636,Carpo,Greek deity,27,11,Q676834,1
Q130638,Acme,one of the Horae,9,6,Q9581080,1
Q13064,Sanechika Sanjo,,9,1,Q17226885; Q17226885; Q17226885,3
